InventoryID,WarehouseID,ProductID,CurrentStock,ReorderPoint,SafetyStock
INV001280,WH016,SKU0029,2323,445,330
INV001281,WH016,SKU0113,4734,233,339
INV001282,WH016,SKU0026,3975,907,225
INV001283,WH016,SKU0049,396,147,100
INV001284,WH016,SKU0039,3764,116,113
INV001285,WH016,SKU0010,1294,551,283
INV001286,WH016,SKU0106,5,538,153
INV001287,WH016,SKU0073,1080,765,204
INV001288,WH016,SKU0028,1302,995,498
INV001289,WH016,SKU0082,0,195,385
INV001290,WH016,SKU0037,2952,356,92
INV001291,WH016,SKU0016,3046,780,382
INV001292,WH016,SKU0081,1355,153,252
INV001293,WH016,SKU0078,0,843,408
INV001294,WH016,SKU0096,1918,539,385
INV001295,WH016,SKU0062,747,820,98
INV001296,WH016,SKU0105,8,318,294
INV001297,WH016,SKU0085,638,235,353
INV001298,WH016,SKU0043,1852,631,398
INV001299,WH016,SKU0065,3645,109,54
INV001300,WH016,SKU0045,2814,936,111
INV001301,WH016,SKU0033,3459,810,117
INV001302,WH016,SKU0070,3913,172,167
INV001303,WH016,SKU0120,3138,191,424
INV001304,WH016,SKU0032,839,205,210
INV001305,WH016,SKU0067,3011,406,120
INV001306,WH016,SKU0031,3135,892,466
INV001307,WH016,SKU0116,1090,756,396
INV001308,WH016,SKU0091,1170,170,321
INV001309,WH016,SKU0051,4614,108,362
INV001310,WH016,SKU0030,1344,550,229
INV001311,WH016,SKU0095,1745,743,433
INV001312,WH016,SKU0117,1240,521,365
INV001313,WH016,SKU0109,3624,980,161
INV001314,WH016,SKU0108,710,202,121
INV001315,WH016,SKU0013,1008,703,423
INV001316,WH016,SKU0011,3145,459,269
INV001317,WH016,SKU0086,2576,910,121
INV001318,WH016,SKU0076,2029,383,380
INV001319,WH016,SKU0002,690,354,333
INV001320,WH016,SKU0114,4923,714,419
INV001321,WH016,SKU0077,4977,391,448
INV001322,WH016,SKU0054,219,968,483
INV001323,WH016,SKU0022,2471,310,315
INV001324,WH016,SKU0063,4971,621,146
INV001325,WH016,SKU0075,3209,402,380
INV001326,WH016,SKU0048,447,902,456
INV001327,WH016,SKU0104,1960,606,247
INV001328,WH016,SKU0009,923,346,305
INV001329,WH016,SKU0088,4865,172,320
INV001330,WH016,SKU0098,98,469,212
INV001331,WH016,SKU0094,1081,496,490
INV001332,WH016,SKU0083,4656,530,237
INV001333,WH016,SKU0020,4475,799,138
INV001334,WH016,SKU0118,3858,888,87
INV001335,WH016,SKU0090,136,701,84
INV001336,WH016,SKU0097,112,368,160
INV001337,WH016,SKU0087,326,161,454
INV001338,WH016,SKU0044,3260,618,196
INV001339,WH016,SKU0099,4104,885,262
INV001340,WH016,SKU0107,3469,818,255
INV001341,WH016,SKU0071,675,755,324
INV001342,WH016,SKU0050,4404,730,128
INV001343,WH016,SKU0089,2273,185,208
INV001344,WH016,SKU0119,647,623,154
