PurchaseOrderID,PODate,SupplierID,ProductID,Quantity,UnitCost,Status,ExpectedDeliveryDate
PO0002211,2023-11-07,SUP048,SKU0092,1587,143.84,Approved,2023-12-02
PO0002212,2023-11-29,SUP002,SKU0114,4175,275.67,Received,2024-01-10
PO0002213,2025-02-03,SUP017,SKU0070,2730,145.38,Approved,2025-02-15
PO0002214,2024-11-10,SUP002,SKU0027,3954,238.94,Ordered,2024-12-22
PO0002215,2025-04-14,SUP003,SKU0065,4519,310.74,In Transit,2025-05-16
PO0002216,2025-12-11,SUP011,SKU0031,1395,94.96,Received,2025-12-17
PO0002217,2024-04-01,SUP006,SKU0055,3539,180.77,Approved,2024-04-17
PO0002218,2025-09-01,SUP030,SKU0093,3500,79.58,In Transit,2025-09-24
PO0002219,2025-06-20,SUP009,SKU0037,105,346.68,Received,2025-07-11
PO0002220,2024-06-10,SUP009,SKU0082,2745,101.92,Received,2024-07-01
PO0002221,2023-07-17,SUP031,SKU0116,4137,146.15,In Transit,2023-08-30
PO0002222,2024-02-06,SUP009,SKU0018,1896,517.75,Ordered,2024-02-27
PO0002223,2024-04-06,SUP043,SKU0108,773,433.19,Delayed,2024-05-04
PO0002224,2025-04-07,SUP019,SKU0060,962,365.0,Received,2025-04-12
PO0002225,2024-01-14,SUP047,SKU0065,2566,307.65,Received,2024-01-27
PO0002226,2025-11-30,SUP034,SKU0003,4828,45.69,Received,2025-12-20
PO0002227,2023-09-27,SUP021,SKU0003,3557,40.59,Ordered,2023-10-13
PO0002228,2023-03-12,SUP048,SKU0010,3254,35.46,Ordered,2023-04-06
PO0002229,2024-01-09,SUP001,SKU0009,1271,172.57,Ordered,2024-01-23
PO0002230,2023-11-28,SUP026,SKU0092,2742,133.39,Received,2024-01-05
PO0002231,2025-09-17,SUP023,SKU0027,1638,270.27,In Transit,2025-10-18
PO0002232,2025-04-10,SUP029,SKU0050,1859,534.72,Received,2025-05-14
PO0002233,2025-06-19,SUP008,SKU0101,2388,499.36,In Transit,2025-07-16
PO0002234,2024-11-21,SUP022,SKU0058,1626,165.21,Received,2024-12-22
PO0002235,2025-07-23,SUP043,SKU0090,890,275.6,Received,2025-08-20
PO0002236,2025-11-29,SUP017,SKU0037,617,380.59,Received,2025-12-11
PO0002237,2023-02-22,SUP035,SKU0073,1134,90.56,Received,2023-03-25
PO0002238,2023-08-16,SUP008,SKU0028,4609,184.86,Ordered,2023-09-12
PO0002239,2024-12-12,SUP020,SKU0101,3807,478.12,Approved,2025-01-09
PO0002240,2025-10-30,SUP012,SKU0091,3356,208.4,In Transit,2025-11-21
PO0002241,2024-02-04,SUP010,SKU0092,1917,155.99,Ordered,2024-02-26
PO0002242,2024-12-25,SUP034,SKU0008,1343,467.7,In Transit,2025-01-14
PO0002243,2025-12-11,SUP004,SKU0052,4467,16.65,Ordered,2025-12-21
PO0002244,2025-12-23,SUP011,SKU0008,3167,430.37,Delayed,2025-12-29
PO0002245,2023-12-06,SUP041,SKU0027,1953,281.58,Delayed,2023-12-16
PO0002246,2023-11-08,SUP035,SKU0061,3573,472.26,Received,2023-12-09
PO0002247,2023-04-11,SUP026,SKU0098,2528,215.04,In Transit,2023-05-19
PO0002248,2025-05-12,SUP031,SKU0079,3933,14.18,Delayed,2025-06-25
PO0002249,2024-09-06,SUP001,SKU0028,713,168.5,In Transit,2024-09-20
PO0002250,2024-09-30,SUP014,SKU0067,4965,226.73,Approved,2024-11-06
PO0002251,2025-04-20,SUP009,SKU0008,1277,460.13,Ordered,2025-05-11
PO0002252,2024-05-11,SUP026,SKU0102,1406,484.52,Received,2024-06-18
PO0002253,2024-02-01,SUP016,SKU0095,2970,175.42,Received,2024-02-22
PO0002254,2023-10-15,SUP026,SKU0091,1111,204.71,In Transit,2023-11-22
PO0002255,2023-11-07,SUP014,SKU0007,3732,303.79,Received,2023-12-14
PO0002256,2024-11-01,SUP001,SKU0014,1060,358.35,In Transit,2024-11-15
PO0002257,2023-07-30,SUP050,SKU0020,3959,401.14,Received,2023-08-18
PO0002258,2024-09-03,SUP008,SKU0075,4533,577.09,Received,2024-09-30
PO0002259,2023-11-11,SUP005,SKU0088,2896,301.54,Approved,2023-12-25
PO0002260,2025-02-20,SUP017,SKU0096,1024,425.3,Received,2025-03-04
PO0002261,2023-12-11,SUP046,SKU0032,4091,437.79,Ordered,2024-01-21
PO0002262,2025-12-06,SUP007,SKU0061,825,484.54,In Transit,2025-12-19
PO0002263,2025-01-12,SUP016,SKU0053,4151,539.0,Received,2025-02-02
PO0002264,2025-05-13,SUP004,SKU0074,961,479.64,Received,2025-05-23
PO0002265,2024-07-18,SUP017,SKU0103,4260,221.76,Delayed,2024-07-30
PO0002266,2024-05-29,SUP023,SKU0059,780,527.87,Delayed,2024-06-29
PO0002267,2025-09-21,SUP016,SKU0096,4898,414.35,In Transit,2025-10-12
PO0002268,2025-06-07,SUP043,SKU0037,2277,331.73,Delayed,2025-07-05
PO0002269,2025-09-26,SUP036,SKU0087,4733,526.0,In Transit,2025-10-23
PO0002270,2025-02-22,SUP003,SKU0062,983,271.16,Delayed,2025-03-26
PO0002271,2023-07-21,SUP037,SKU0104,877,509.1,Ordered,2023-07-26
PO0002272,2025-01-08,SUP038,SKU0026,3555,235.31,Delayed,2025-02-01
PO0002273,2023-03-23,SUP023,SKU0103,3706,245.8,In Transit,2023-04-23
PO0002274,2025-12-06,SUP003,SKU0095,3366,203.92,Delayed,2026-01-07
PO0002275,2025-06-03,SUP043,SKU0115,310,188.41,Ordered,2025-07-01
PO0002276,2023-02-19,SUP041,SKU0091,2794,180.14,Received,2023-03-01
PO0002277,2023-02-28,SUP047,SKU0108,3840,441.97,Received,2023-03-13
PO0002278,2025-01-04,SUP044,SKU0044,2918,502.1,Ordered,2025-01-14
PO0002279,2024-07-20,SUP029,SKU0010,491,33.34,Delayed,2024-08-23
PO0002280,2024-06-22,SUP050,SKU0022,1415,360.85,In Transit,2024-07-11
PO0002281,2024-10-21,SUP048,SKU0069,3387,233.74,Ordered,2024-11-15
PO0002282,2025-10-20,SUP006,SKU0090,2834,258.74,In Transit,2025-11-05
PO0002283,2024-04-11,SUP021,SKU0021,2605,459.03,Delayed,2024-04-27
PO0002284,2023-07-05,SUP041,SKU0064,3426,87.55,Received,2023-07-15
PO0002285,2024-01-17,SUP049,SKU0016,3235,204.05,Delayed,2024-02-11
PO0002286,2025-09-21,SUP023,SKU0084,2860,422.15,Received,2025-10-22
PO0002287,2023-11-23,SUP011,SKU0096,2744,374.61,Ordered,2023-11-29
PO0002288,2024-09-27,SUP033,SKU0052,4691,16.42,In Transit,2024-10-14
PO0002289,2023-12-31,SUP026,SKU0051,722,286.38,Approved,2024-02-07
PO0002290,2025-04-08,SUP017,SKU0083,1294,401.84,In Transit,2025-04-20
PO0002291,2024-12-25,SUP026,SKU0035,1189,206.28,Approved,2025-02-01
PO0002292,2024-08-24,SUP040,SKU0078,4770,570.01,Received,2024-09-01
PO0002293,2024-04-05,SUP029,SKU0063,434,382.51,Ordered,2024-05-09
PO0002294,2024-07-14,SUP002,SKU0043,4150,128.22,Delayed,2024-08-25
PO0002295,2024-03-24,SUP016,SKU0065,1950,314.77,Ordered,2024-04-14
PO0002296,2023-10-25,SUP001,SKU0039,2531,49.14,Approved,2023-11-08
PO0002297,2025-09-16,SUP029,SKU0041,3495,495.41,In Transit,2025-10-20
PO0002298,2024-01-29,SUP027,SKU0041,1624,523.98,In Transit,2024-02-07
PO0002299,2025-03-29,SUP041,SKU0061,4814,474.93,Received,2025-04-08
PO0002300,2024-06-19,SUP046,SKU0021,3081,529.07,Received,2024-07-30
PO0002301,2025-06-02,SUP024,SKU0094,3086,269.83,Ordered,2025-06-11
PO0002302,2024-10-17,SUP035,SKU0096,3025,379.68,Delayed,2024-11-17
PO0002303,2023-10-03,SUP021,SKU0016,2122,229.81,In Transit,2023-10-19
PO0002304,2023-09-21,SUP007,SKU0053,4257,526.03,In Transit,2023-10-04
PO0002305,2024-10-04,SUP007,SKU0004,1966,512.59,Delayed,2024-10-17
PO0002306,2024-04-03,SUP030,SKU0048,2304,26.21,Approved,2024-04-26
PO0002307,2025-07-31,SUP040,SKU0080,3687,446.09,Received,2025-08-08
PO0002308,2023-05-13,SUP011,SKU0030,281,478.16,In Transit,2023-05-19
PO0002309,2023-04-28,SUP023,SKU0007,4004,351.24,Ordered,2023-05-29
PO0002310,2023-05-11,SUP044,SKU0102,3003,429.85,Delayed,2023-05-21
PO0002311,2024-07-19,SUP037,SKU0027,2164,287.06,Delayed,2024-07-24
PO0002312,2023-02-26,SUP046,SKU0081,4996,300.53,Delayed,2023-04-08
PO0002313,2023-10-01,SUP026,SKU0037,1862,371.93,Received,2023-11-08
PO0002314,2024-09-15,SUP022,SKU0106,2005,494.05,In Transit,2024-10-16
PO0002315,2025-04-13,SUP010,SKU0048,4520,28.31,In Transit,2025-05-05
PO0002316,2024-10-06,SUP001,SKU0119,533,463.74,Received,2024-10-20
PO0002317,2023-09-03,SUP050,SKU0085,681,603.48,In Transit,2023-09-22
PO0002318,2025-04-27,SUP047,SKU0058,1420,181.79,Ordered,2025-05-10
PO0002319,2024-01-03,SUP012,SKU0065,341,328.09,Received,2024-01-25
PO0002320,2023-09-02,SUP022,SKU0038,829,195.44,Received,2023-10-03
PO0002321,2025-03-04,SUP027,SKU0086,3223,97.69,Ordered,2025-03-13
PO0002322,2024-12-04,SUP012,SKU0118,885,382.54,Ordered,2024-12-26
PO0002323,2025-05-31,SUP017,SKU0098,4193,201.89,Received,2025-06-12
PO0002324,2025-04-02,SUP013,SKU0115,1956,193.81,Delayed,2025-05-13
PO0002325,2023-06-17,SUP022,SKU0050,3800,566.95,In Transit,2023-07-18
PO0002326,2024-06-11,SUP002,SKU0112,598,282.16,Approved,2024-07-23
PO0002327,2025-02-03,SUP007,SKU0021,1480,449.09,In Transit,2025-02-16
PO0002328,2023-01-26,SUP001,SKU0070,2777,156.82,Approved,2023-02-09
PO0002329,2025-02-06,SUP005,SKU0108,1512,387.36,In Transit,2025-03-22
PO0002330,2025-10-17,SUP012,SKU0095,4484,181.09,Received,2025-11-08
PO0002331,2023-07-18,SUP044,SKU0104,1367,562.27,In Transit,2023-07-28
PO0002332,2023-12-29,SUP029,SKU0046,1554,92.64,Received,2024-02-01
PO0002333,2023-03-04,SUP040,SKU0061,417,479.04,Approved,2023-03-12
PO0002334,2024-09-30,SUP019,SKU0081,982,291.99,Ordered,2024-10-05
PO0002335,2025-11-27,SUP011,SKU0062,916,266.22,In Transit,2025-12-03
PO0002336,2023-11-14,SUP040,SKU0117,2863,350.6,Delayed,2023-11-22
PO0002337,2025-03-07,SUP029,SKU0020,1053,438.14,Approved,2025-04-10
PO0002338,2024-11-23,SUP016,SKU0063,3095,374.09,Received,2024-12-14
PO0002339,2024-01-21,SUP026,SKU0081,440,292.55,Received,2024-02-28
PO0002340,2023-07-22,SUP034,SKU0025,845,11.83,Received,2023-08-11
PO0002341,2025-12-15,SUP037,SKU0049,4811,323.18,In Transit,2025-12-20
PO0002342,2025-03-18,SUP049,SKU0071,4575,148.91,Received,2025-04-12
PO0002343,2024-10-18,SUP009,SKU0085,3769,621.14,Received,2024-11-08
PO0002344,2025-05-23,SUP026,SKU0061,3664,429.85,Received,2025-06-30
PO0002345,2023-02-18,SUP032,SKU0078,954,502.36,Received,2023-04-01
PO0002346,2025-03-07,SUP020,SKU0003,4176,45.73,Received,2025-04-04
PO0002347,2023-04-23,SUP034,SKU0084,441,372.99,Approved,2023-05-13
PO0002348,2024-09-20,SUP038,SKU0091,4779,197.54,Delayed,2024-10-14
PO0002349,2024-10-04,SUP048,SKU0014,492,359.33,Approved,2024-10-29
PO0002350,2024-09-12,SUP025,SKU0049,1642,301.41,In Transit,2024-10-19
PO0002351,2023-04-18,SUP044,SKU0010,3653,36.2,In Transit,2023-04-28
PO0002352,2024-01-01,SUP033,SKU0098,3137,227.86,Approved,2024-01-18
PO0002353,2024-03-15,SUP007,SKU0101,3845,527.88,Ordered,2024-03-28
PO0002354,2024-10-17,SUP005,SKU0092,1767,147.69,In Transit,2024-11-30
PO0002355,2023-02-01,SUP003,SKU0040,3225,66.72,Delayed,2023-03-05
PO0002356,2023-08-27,SUP019,SKU0047,138,393.44,Delayed,2023-09-01
PO0002357,2024-11-08,SUP012,SKU0037,3294,383.8,Received,2024-11-30
PO0002358,2025-04-03,SUP003,SKU0053,1377,468.8,Ordered,2025-05-05
PO0002359,2024-06-12,SUP028,SKU0075,4773,573.48,Delayed,2024-07-06
PO0002360,2024-09-26,SUP014,SKU0084,2333,390.59,Approved,2024-11-02
PO0002361,2025-05-01,SUP027,SKU0044,3189,494.42,Ordered,2025-05-10
PO0002362,2025-09-26,SUP017,SKU0065,185,326.63,Received,2025-10-08
PO0002363,2023-03-27,SUP045,SKU0050,3779,499.71,Delayed,2023-04-09
PO0002364,2024-04-01,SUP005,SKU0097,1037,475.72,Received,2024-05-15
PO0002365,2023-05-17,SUP012,SKU0102,4498,454.52,Delayed,2023-06-08
PO0002366,2024-06-09,SUP044,SKU0113,3362,462.48,Received,2024-06-19
PO0002367,2024-08-06,SUP037,SKU0040,2242,65.34,Approved,2024-08-11
PO0002368,2025-03-19,SUP013,SKU0056,808,180.99,Received,2025-04-29
PO0002369,2024-02-16,SUP009,SKU0002,4345,198.29,Received,2024-03-08
PO0002370,2025-09-07,SUP007,SKU0107,1012,525.11,Received,2025-09-20
PO0002371,2024-01-13,SUP006,SKU0068,652,408.05,In Transit,2024-01-29
PO0002372,2025-01-29,SUP029,SKU0119,1269,439.71,Approved,2025-03-04
PO0002373,2025-10-28,SUP050,SKU0062,1648,280.66,Delayed,2025-11-16
PO0002374,2024-10-13,SUP003,SKU0079,4759,13.27,Ordered,2024-11-14
PO0002375,2024-11-30,SUP017,SKU0052,1537,16.61,Ordered,2024-12-12
PO0002376,2023-04-26,SUP026,SKU0051,3213,283.61,Received,2023-06-03
PO0002377,2025-11-01,SUP005,SKU0042,1945,14.05,Ordered,2025-12-15
PO0002378,2024-11-18,SUP043,SKU0080,3695,403.97,Received,2024-12-16
PO0002379,2023-05-23,SUP016,SKU0101,4429,463.75,Ordered,2023-06-13
PO0002380,2023-10-21,SUP036,SKU0070,2701,146.29,Delayed,2023-11-17
PO0002381,2023-05-14,SUP027,SKU0055,4343,165.82,In Transit,2023-05-23
PO0002382,2023-12-14,SUP047,SKU0084,2735,387.5,Ordered,2023-12-27
PO0002383,2023-08-01,SUP044,SKU0030,2014,425.8,Approved,2023-08-11
PO0002384,2023-04-30,SUP025,SKU0061,4744,407.16,Ordered,2023-06-06
PO0002385,2023-03-14,SUP037,SKU0024,4569,384.1,Delayed,2023-03-19
PO0002386,2025-09-02,SUP037,SKU0114,3262,280.26,In Transit,2025-09-07
PO0002387,2025-03-03,SUP029,SKU0120,2046,247.92,In Transit,2025-04-06
PO0002388,2024-05-27,SUP023,SKU0098,3827,218.97,Ordered,2024-06-27
PO0002389,2025-07-19,SUP035,SKU0022,3050,361.96,Received,2025-08-19
PO0002390,2023-12-24,SUP025,SKU0032,2207,448.07,Received,2024-01-30
PO0002391,2023-02-12,SUP028,SKU0046,2556,85.91,Received,2023-03-08
PO0002392,2025-04-20,SUP046,SKU0042,4535,16.06,Received,2025-05-31
PO0002393,2023-09-14,SUP041,SKU0023,2991,361.43,Received,2023-09-24
PO0002394,2025-05-12,SUP027,SKU0066,3873,473.49,Received,2025-05-21
PO0002395,2025-03-06,SUP030,SKU0025,3078,11.09,Delayed,2025-03-29
PO0002396,2025-03-27,SUP009,SKU0024,4441,395.18,Ordered,2025-04-17
PO0002397,2024-01-27,SUP037,SKU0015,1694,407.0,Delayed,2024-02-01
PO0002398,2025-01-14,SUP030,SKU0096,4590,444.84,Received,2025-02-06
PO0002399,2025-02-06,SUP042,SKU0083,2614,363.14,Ordered,2025-03-16
PO0002400,2025-08-21,SUP007,SKU0056,4546,184.48,Received,2025-09-03
PO0002401,2025-04-24,SUP004,SKU0084,1733,375.31,In Transit,2025-05-04
PO0002402,2023-11-17,SUP043,SKU0002,3248,196.18,Received,2023-12-15
PO0002403,2024-01-05,SUP029,SKU0115,295,207.5,Received,2024-02-08
PO0002404,2023-12-19,SUP018,SKU0058,4715,183.06,Delayed,2023-12-24
PO0002405,2025-04-03,SUP037,SKU0037,1720,335.1,Received,2025-04-08
PO0002406,2025-08-17,SUP016,SKU0020,1169,446.1,Received,2025-09-07
PO0002407,2024-10-09,SUP040,SKU0093,4446,77.79,Approved,2024-10-17
PO0002408,2023-07-18,SUP005,SKU0080,802,403.63,Approved,2023-08-31
PO0002409,2024-11-09,SUP006,SKU0057,2666,460.67,Received,2024-11-25
PO0002410,2024-02-20,SUP048,SKU0092,1333,161.37,Received,2024-03-16
PO0002411,2023-05-16,SUP024,SKU0047,2684,370.08,Received,2023-05-25
PO0002412,2025-08-30,SUP022,SKU0057,1535,406.24,Approved,2025-09-30
PO0002413,2023-11-24,SUP010,SKU0029,1437,291.32,In Transit,2023-12-16
PO0002414,2025-04-19,SUP011,SKU0029,4701,299.45,Received,2025-04-25
PO0002415,2024-07-29,SUP045,SKU0098,2143,240.83,Delayed,2024-08-11
PO0002416,2023-10-28,SUP029,SKU0111,895,352.04,Ordered,2023-12-01
PO0002417,2025-02-19,SUP031,SKU0024,3207,417.94,Approved,2025-04-04
PO0002418,2025-01-12,SUP029,SKU0061,4891,447.02,Received,2025-02-15
PO0002419,2023-02-10,SUP032,SKU0078,4743,504.69,Received,2023-03-24
PO0002420,2023-06-24,SUP024,SKU0074,664,418.14,In Transit,2023-07-03
PO0002421,2024-09-06,SUP044,SKU0002,3324,195.45,Approved,2024-09-16
PO0002422,2024-02-08,SUP041,SKU0044,2727,495.89,Approved,2024-02-18
PO0002423,2024-12-27,SUP039,SKU0031,4152,93.22,In Transit,2025-01-16
PO0002424,2025-05-05,SUP011,SKU0103,3091,245.75,Ordered,2025-05-11
PO0002425,2025-11-17,SUP018,SKU0034,4363,434.57,Approved,2025-11-22
PO0002426,2025-09-29,SUP021,SKU0015,1467,340.06,Ordered,2025-10-15
PO0002427,2024-09-19,SUP017,SKU0033,3777,579.5,Received,2024-10-01
PO0002428,2023-03-24,SUP018,SKU0004,3852,506.63,Received,2023-03-29
PO0002429,2023-03-06,SUP009,SKU0043,187,142.07,Approved,2023-03-27
PO0002430,2024-09-11,SUP025,SKU0117,1735,348.45,Received,2024-10-18
PO0002431,2025-03-06,SUP003,SKU0098,2314,228.55,Received,2025-04-07
PO0002432,2025-01-21,SUP033,SKU0094,3577,245.2,Received,2025-02-07
PO0002433,2023-09-29,SUP023,SKU0013,2242,271.87,Received,2023-10-30
PO0002434,2024-07-30,SUP018,SKU0075,782,595.85,Delayed,2024-08-04
PO0002435,2023-06-23,SUP043,SKU0005,2710,443.9,Approved,2023-07-21
PO0002436,2023-02-17,SUP009,SKU0069,976,211.03,Ordered,2023-03-10
PO0002437,2025-02-03,SUP005,SKU0100,1361,342.87,Ordered,2025-03-19
PO0002438,2023-06-28,SUP005,SKU0018,179,539.26,Delayed,2023-08-11
PO0002439,2024-11-29,SUP040,SKU0021,676,464.51,Delayed,2024-12-07
PO0002440,2025-08-01,SUP041,SKU0077,2810,332.3,Approved,2025-08-11
PO0002441,2023-09-07,SUP004,SKU0120,1236,224.8,Delayed,2023-09-17
PO0002442,2023-06-16,SUP012,SKU0020,851,442.34,Approved,2023-07-08
PO0002443,2023-01-08,SUP028,SKU0035,2009,179.22,Delayed,2023-02-01
PO0002444,2023-06-12,SUP025,SKU0043,2724,139.1,Ordered,2023-07-19
PO0002445,2025-09-01,SUP013,SKU0018,4157,527.12,Ordered,2025-10-12
PO0002446,2025-08-18,SUP019,SKU0026,4948,237.51,Approved,2025-08-23
PO0002447,2025-06-25,SUP012,SKU0004,4258,442.5,Ordered,2025-07-17
PO0002448,2024-02-09,SUP017,SKU0080,1278,480.11,In Transit,2024-02-21
PO0002449,2024-01-23,SUP045,SKU0091,1115,203.81,Approved,2024-02-05
PO0002450,2024-01-21,SUP012,SKU0103,2732,241.39,Ordered,2024-02-12
PO0002451,2023-11-29,SUP026,SKU0031,4952,99.01,Received,2024-01-06
PO0002452,2025-11-03,SUP041,SKU0119,2438,419.8,Received,2025-11-13
PO0002453,2024-12-07,SUP048,SKU0017,2072,591.2,Delayed,2025-01-01
PO0002454,2024-05-30,SUP019,SKU0003,1421,38.01,Approved,2024-06-04
PO0002455,2025-10-08,SUP023,SKU0012,594,29.72,Received,2025-11-08
PO0002456,2023-06-13,SUP044,SKU0006,3753,310.05,Delayed,2023-06-23
PO0002457,2023-06-30,SUP021,SKU0003,4918,43.89,Received,2023-07-16
PO0002458,2023-05-15,SUP037,SKU0069,2249,232.58,Received,2023-05-20
PO0002459,2025-07-12,SUP023,SKU0076,4035,224.0,Received,2025-08-12
PO0002460,2025-09-28,SUP021,SKU0042,4572,16.5,Ordered,2025-10-14
PO0002461,2024-04-12,SUP038,SKU0114,1497,266.21,Received,2024-05-06
PO0002462,2025-04-19,SUP030,SKU0093,3881,71.68,Received,2025-05-12
PO0002463,2025-08-07,SUP030,SKU0108,3804,384.4,Delayed,2025-08-30
PO0002464,2025-02-28,SUP027,SKU0016,300,233.18,Received,2025-03-09
PO0002465,2025-02-20,SUP041,SKU0084,1323,389.81,Approved,2025-03-02
PO0002466,2025-06-08,SUP043,SKU0006,1515,319.6,Ordered,2025-07-06
PO0002467,2024-03-20,SUP007,SKU0114,234,286.64,Ordered,2024-04-02
PO0002468,2024-07-08,SUP022,SKU0039,1720,46.84,Received,2024-08-08
PO0002469,2023-11-21,SUP020,SKU0006,4600,328.3,Ordered,2023-12-19
PO0002470,2025-09-23,SUP039,SKU0113,4188,476.79,Ordered,2025-10-13
PO0002471,2025-09-25,SUP043,SKU0011,589,253.19,Approved,2025-10-23
PO0002472,2023-05-18,SUP021,SKU0028,4005,181.14,Ordered,2023-06-03
PO0002473,2024-04-26,SUP034,SKU0029,4148,314.35,Received,2024-05-16
PO0002474,2025-10-01,SUP001,SKU0083,2623,395.34,Received,2025-10-15
PO0002475,2024-09-28,SUP044,SKU0089,3614,394.58,In Transit,2024-10-08
PO0002476,2023-09-23,SUP034,SKU0120,2409,231.57,Received,2023-10-13
PO0002477,2023-09-20,SUP024,SKU0001,4731,357.82,Approved,2023-09-29
PO0002478,2023-02-06,SUP029,SKU0008,3131,454.22,Ordered,2023-03-12
PO0002479,2024-10-30,SUP045,SKU0058,2012,187.96,Received,2024-11-12
PO0002480,2025-09-02,SUP018,SKU0117,4646,312.1,Received,2025-09-07
PO0002481,2024-02-03,SUP009,SKU0004,2736,518.63,In Transit,2024-02-24
PO0002482,2024-04-13,SUP046,SKU0113,4956,493.85,Ordered,2024-05-24
PO0002483,2025-09-27,SUP037,SKU0011,3948,281.21,Received,2025-10-02
PO0002484,2025-11-12,SUP007,SKU0110,3246,392.74,In Transit,2025-11-25
PO0002485,2024-10-20,SUP006,SKU0075,4435,549.35,In Transit,2024-11-05
PO0002486,2024-06-28,SUP005,SKU0033,3782,515.55,Ordered,2024-08-11
PO0002487,2024-07-19,SUP046,SKU0083,1272,374.72,Approved,2024-08-29
PO0002488,2025-08-28,SUP016,SKU0052,1929,17.58,Received,2025-09-18
PO0002489,2024-12-30,SUP040,SKU0061,4053,446.13,Received,2025-01-07
PO0002490,2024-10-17,SUP032,SKU0057,2673,432.96,In Transit,2024-11-28
PO0002491,2024-02-14,SUP042,SKU0024,1641,458.32,In Transit,2024-03-23
PO0002492,2023-09-04,SUP019,SKU0110,596,391.64,Ordered,2023-09-09
PO0002493,2025-12-08,SUP033,SKU0087,2413,512.24,Received,2025-12-25
PO0002494,2025-05-16,SUP045,SKU0065,189,305.71,Ordered,2025-05-29
PO0002495,2023-10-23,SUP019,SKU0010,307,31.29,Delayed,2023-10-28
PO0002496,2025-05-13,SUP006,SKU0087,3119,535.62,Ordered,2025-05-29
PO0002497,2025-07-03,SUP041,SKU0042,3229,15.17,In Transit,2025-07-13
PO0002498,2025-06-28,SUP049,SKU0020,2673,390.59,Received,2025-07-23
PO0002499,2025-07-22,SUP018,SKU0032,1720,433.45,Received,2025-07-27
PO0002500,2024-08-06,SUP011,SKU0105,4904,362.07,Approved,2024-08-12
PO0002501,2023-09-11,SUP004,SKU0058,2774,175.54,Received,2023-09-21
PO0002502,2023-10-18,SUP021,SKU0009,3172,169.73,Delayed,2023-11-03
PO0002503,2025-06-08,SUP042,SKU0051,2753,298.38,Received,2025-07-16
PO0002504,2023-03-12,SUP042,SKU0083,2417,371.65,In Transit,2023-04-19
PO0002505,2023-03-22,SUP033,SKU0063,557,420.95,Delayed,2023-04-08
PO0002506,2023-09-28,SUP032,SKU0009,623,182.4,Ordered,2023-11-09
PO0002507,2023-11-07,SUP007,SKU0055,4382,153.6,Delayed,2023-11-20
PO0002508,2024-04-26,SUP006,SKU0114,3051,320.69,Received,2024-05-12
PO0002509,2023-06-16,SUP027,SKU0042,2914,15.75,Received,2023-06-25
PO0002510,2025-03-31,SUP035,SKU0035,609,191.19,Delayed,2025-05-01
PO0002511,2025-03-21,SUP045,SKU0083,1369,388.92,Approved,2025-04-03
PO0002512,2024-02-29,SUP029,SKU0027,1403,243.21,Received,2024-04-03
PO0002513,2024-04-10,SUP016,SKU0063,562,414.66,In Transit,2024-05-01
PO0002514,2023-02-19,SUP004,SKU0004,1947,488.89,Approved,2023-03-01
PO0002515,2024-03-24,SUP049,SKU0098,2005,239.68,Ordered,2024-04-18
PO0002516,2025-10-22,SUP021,SKU0078,2745,509.24,Delayed,2025-11-07
PO0002517,2025-03-21,SUP002,SKU0001,4279,344.42,Received,2025-05-02
PO0002518,2023-02-18,SUP043,SKU0062,3499,269.02,Approved,2023-03-18
PO0002519,2024-02-14,SUP038,SKU0087,394,507.99,In Transit,2024-03-09
PO0002520,2025-10-03,SUP001,SKU0059,2962,608.45,In Transit,2025-10-17
PO0002521,2025-01-23,SUP033,SKU0074,1444,437.8,Ordered,2025-02-09
PO0002522,2023-01-16,SUP041,SKU0047,2405,346.94,Received,2023-01-26
PO0002523,2025-11-12,SUP025,SKU0004,1409,523.86,In Transit,2025-12-19
PO0002524,2024-06-08,SUP022,SKU0069,1703,214.78,Received,2024-07-09
PO0002525,2025-03-15,SUP008,SKU0026,2437,219.21,Received,2025-04-11
PO0002526,2025-11-14,SUP050,SKU0093,3423,69.9,Approved,2025-12-03
PO0002527,2023-03-27,SUP025,SKU0062,974,279.28,Ordered,2023-05-03
PO0002528,2024-02-14,SUP049,SKU0003,4771,43.59,Received,2024-03-10
PO0002529,2024-03-14,SUP038,SKU0067,2585,201.88,Approved,2024-04-07
PO0002530,2024-04-15,SUP037,SKU0006,2167,324.12,Approved,2024-04-20
PO0002531,2024-09-26,SUP001,SKU0018,1872,550.26,Received,2024-10-10
PO0002532,2024-02-27,SUP032,SKU0110,3283,390.47,Received,2024-04-09
PO0002533,2025-03-11,SUP039,SKU0048,1453,28.0,Received,2025-03-31
PO0002534,2024-08-07,SUP043,SKU0097,2135,471.85,Approved,2024-09-04
PO0002535,2023-01-01,SUP002,SKU0051,509,326.52,Received,2023-02-12
PO0002536,2023-01-01,SUP020,SKU0094,3745,243.91,In Transit,2023-01-29
PO0002537,2023-11-23,SUP007,SKU0078,538,507.21,Delayed,2023-12-06
PO0002538,2024-01-26,SUP028,SKU0110,3154,342.31,Received,2024-02-19
PO0002539,2023-02-15,SUP020,SKU0093,386,80.21,Received,2023-03-15
PO0002540,2023-10-18,SUP017,SKU0073,3843,107.03,Ordered,2023-10-30
PO0002541,2023-09-04,SUP041,SKU0010,348,37.18,Received,2023-09-14
PO0002542,2023-12-24,SUP001,SKU0116,1022,127.7,Ordered,2024-01-07
