order_id,date,product_name,region,warehouse,quantity,price
ORD42572,2023-02-03,Sunflower Oil 5L,Gujarat,WH-RAI,82.0,595.71
ORD42573,2022-07-11,Peanut Butter Crunchy 200g,Rajasthan,WH-DEL,84.0,630.32
ORD42574,18/10/23,Sunflower Oil 1L,Madhya Pradesh,WH-DEL,64.05019328287902,531.41
ORD42575,2023-02-19,Biscuits 200g,Madhya Pradesh,WH-DEL,101.0,656.73
ORD42576,2023-03-12,Sunflower Oil 2L,Delhi,WH-IND,70.0,609.28
ORD42577,2024-08-31,Detergent 500g,Rajasthan,WH-BLR,22.0,190.58
ORD42578,06/03/23,Tea 250g,Madhya Pradesh,WH-RAI,69.0,640.04
ORD42579,2024-03-19,Detergent 500g,Madhya Pradesh,WH-IND,,634.88
ORD42580,2024-07-08,Sunflower Oil 1L,Gujarat,WH-AHM,80.0,722.29
ORD42581,2022-03-23,Biscuits 500g,Maharashtra,WH-BLR,68.0,361.43
ORD42582,2024-05-05,Sunflower Oil 2L,Gujarat,WH-AHM,37.0,532.28
ORD42583,2022-05-04,,Madhya Pradesh,WH-JAI,90.0,534.74
ORD42584,2022-08-14,Sunflower Oil 2L,Madhya Pradesh,WH-RAI,1.0,741.53
ORD42585,2024-04-23,Detergent 2kg,Chhattisgarh,WH-JAI,,317.54
ORD42586,2022-09-10,,Delhi,WH-RAI,66.0,227.31
ORD42587,2022-01-06,Biscuits 100g,Madhya Pradesh,WH-IND,39.0,262.73
ORD42588,2023-02-26,Sunflower Oil 1L,Gujarat,WH-DEL,59.0,338.48
ORD42589,2023-09-26,Biscuits 200g,Maharashtra,WH-MUM,50.0,667.8
ORD42590,2023-11-05,Sunflower Oil 1L,Madhya Pradesh,WH-JAI,200.31963968641477,518.9
ORD42591,2024-05-27,Milk 1L,Rajasthan,WH-IND,79.0,36.25
ORD42592,2022-01-15,Biscuits 100g,Karnataka,WH-AHM,39.0,537.68
ORD42593,2024-03-16,Peanut Butter Smooth 200g,Madhya Pradesh,WH-IND,21.0,788.59
ORD42594,2022-02-04,Peanut Butter Crunchy 500g,Madhya Pradesh,WH-BLR,95.0,68.42
ORD42595,2023-02-12,Milk 1L,Gujarat,WH-JAI,40.0,62.94
ORD42596,2024-01-16,Biscuits 500g,Madhya Pradesh,WH-RAI,377.24153415256825,114.06
ORD42597,29/06/24,Sunflower Oil 1L,Maharashtra,WH-MUM,69.0,604.84
ORD42598,2022-08-27,Biscuits 100g,Chhattisgarh,WH-JAI,53.0,731.21
ORD42599,2023-09-11,Sunflower Oil 1L,Rajasthan,WH-DEL,65.0,440.88
ORD42600,2022-09-21,Detergent 2kg,Chhattisgarh,WH-DEL,78.0,236.41
ORD42601,2023-11-08,Milk 500ml,Gujarat,WH-RAI,86.60214614808143,197.05
ORD42602,2022-04-06,,Karnataka,WH-DEL,1.0,403.66
ORD42603,2023-04-28,Peanut Butter Smooth 1kg,Rajasthan,WH-RAI,46.0,149.22
ORD42604,2024-03-05,Biscuits 100g,Delhi,WH-AHM,22.0,119.49
ORD42605,2023-12-27,Biscuits 100g,Chhattisgarh,WH-RAI,130.2991558441038,796.38
ORD42606,2022-06-21,Tea 250g,Delhi,WH-DEL,70.0,604.36
ORD42607,2023-02-20,Peanut Butter Smooth 1kg,Maharashtra,WH-MUM,26.0,719.29
ORD42608,2023-10-04,Biscuits 100g,Madhya Pradesh,WH-JAI,159.5719782435499,774.18
ORD42609,2023-05-18,Coffee 200g,Gujarat,WH-BLR,46.0,609.32
ORD42610,24/09/22,Detergent 500g,Chhattisgarh,WH-DEL,60.0,739.65
ORD42611,2024-09-04,Peanut Butter Smooth 1kg,Chhattisgarh,WH-AHM,48.0,579.26
ORD42612,2023-08-22,Sunflower Oil 1L,Madhya Pradesh,WH-IND,,528.44
ORD42613,2022-04-05,Milk 1L,Delhi,WH-BLR,97.0,784.86
ORD42614,2022-01-18,Milk 1L,Gujarat,WH-IND,,357.82
ORD42615,2022-10-28,Peanut Butter Crunchy 500g,Rajasthan,WH-JAI,2.1978911658756224,653.75
ORD42616,11/07/24,,Gujarat,WH-AHM,,374.94
ORD42617,2022-09-17,Milk 1L,Madhya Pradesh,WH-IND,46.0,260.17
ORD42618,2022-01-06,Peanut Butter Smooth 200g,Delhi,WH-AHM,79.0,624.56
ORD42619,2024-06-09,Milk 500ml,Maharashtra,WH-BLR,56.0,132.57
ORD42620,23/02/22,Milk 500ml,Chhattisgarh,WH-RAI,49.0,532.74
ORD42621,2022-11-15,,Maharashtra,WH-IND,123.09053410730463,277.61
ORD42622,2022-09-11,Tea 250g,Delhi,WH-BLR,69.0,581.47
ORD42623,2023-07-29,Detergent 500g,Maharashtra,WH-AHM,43.0,500.8
ORD42624,2023-10-18,Peanut Butter Smooth 1kg,Gujarat,WH-IND,96.42757127106282,53.77
ORD42625,2023-05-21,,Maharashtra,WH-MUM,45.0,688.29
ORD42626,27/03/24,,Madhya Pradesh,WH-RAI,80.0,699.89
ORD42627,12/06/22,Milk 500ml,Rajasthan,WH-RAI,32.0,730.98
ORD42628,2022-11-17,Milk 500ml,Maharashtra,WH-MUM,20.87600408412527,277.98
ORD42629,2023-08-23,Milk 1L,Rajasthan,WH-BLR,64.0,459.8
ORD42630,2022-06-30,Sunflower Oil 2L,Karnataka,WH-BLR,47.0,292.86
ORD42631,2022-10-31,Milk 1L,Gujarat,WH-MUM,225.72624497637705,332.74
ORD42632,2023-09-12,Coffee 200g,Gujarat,WH-IND,69.0,117.12
ORD42633,11/01/24,Detergent 2kg,Chhattisgarh,WH-RAI,63.0,759.08
ORD42634,2022-04-06,Detergent 2kg,Chhattisgarh,WH-AHM,115.0,796.84
ORD42635,2023-05-23,Tea 250g,Gujarat,WH-BLR,77.0,645.0
ORD42636,2024-06-18,,Karnataka,WH-RAI,37.0,498.89
ORD42637,2024-09-20,Biscuits 500g,Chhattisgarh,WH-RAI,58.0,344.82
ORD42638,03/03/24,Biscuits 200g,Gujarat,WH-AHM,58.0,367.02
ORD42639,2022-12-14,Milk 500ml,Madhya Pradesh,WH-IND,136.45222483786725,337.76
ORD42640,20/09/23,Sunflower Oil 5L,Chhattisgarh,WH-AHM,77.0,274.38
ORD42641,2024-01-17,Sunflower Oil 2L,Karnataka,WH-JAI,56.0,208.13
ORD42642,01/09/23,Coffee 200g,Madhya Pradesh,WH-AHM,38.0,517.04
ORD42643,2024-05-20,Milk 500ml,Madhya Pradesh,WH-BLR,33.0,374.8
ORD42644,2022-12-12,Peanut Butter Crunchy 500g,Rajasthan,WH-DEL,109.32284635386478,154.62
ORD42645,2022-05-04,Milk 1L,Rajasthan,WH-MUM,18.0,604.5
ORD42646,2022-10-18,Peanut Butter Crunchy 200g,Rajasthan,WH-RAI,160.35635672655803,362.02
ORD42647,2024-05-19,,Madhya Pradesh,WH-IND,60.0,687.73
ORD42648,17/01/22,Sunflower Oil 5L,Madhya Pradesh,WH-IND,90.0,255.27
ORD42649,2023-09-30,Milk 1L,Gujarat,WH-MUM,43.0,736.05
ORD42650,2024-08-18,Peanut Butter Crunchy 1kg,Gujarat,WH-BLR,100.0,209.81
ORD42651,2024-09-12,Milk 500ml,Delhi,WH-AHM,59.0,516.21
ORD42652,2024-03-09,Biscuits 200g,Maharashtra,WH-RAI,92.77307508392403,398.6
ORD42653,24/12/23,Biscuits 200g,Delhi,WH-AHM,143.34198413232076,475.08
ORD42654,2023-04-15,Detergent 500g,Madhya Pradesh,WH-AHM,71.0,125.96
ORD42655,2022-01-01,,Rajasthan,WH-BLR,77.0,511.8
ORD42656,2024-06-27,Milk 1L,Delhi,WH-DEL,53.0,568.68
ORD42657,2023-01-04,Biscuits 500g,Madhya Pradesh,WH-DEL,80.0,530.05
ORD42658,2024-06-17,Milk 500ml,Madhya Pradesh,WH-AHM,116.0,635.81
ORD42659,2023-08-20,Biscuits 100g,Delhi,WH-MUM,82.0,580.53
ORD42660,2022-07-31,,Karnataka,WH-RAI,58.0,451.84
ORD42661,2023-01-14,Peanut Butter Crunchy 1kg,Chhattisgarh,WH-MUM,23.0,312.61
ORD42662,2024-01-25,Milk 500ml,Madhya Pradesh,WH-BLR,39.0,568.88
ORD42663,2023-10-04,Detergent 500g,Delhi,WH-DEL,211.5479422616743,336.76
ORD42664,2024-08-19,Biscuits 200g,Gujarat,WH-DEL,65.0,405.48
ORD42665,2022-05-10,Milk 1L,Chhattisgarh,WH-DEL,,283.72
ORD42666,2022-08-23,Sunflower Oil 1L,Chhattisgarh,WH-BLR,,603.66
ORD42667,2023-10-02,Detergent 1kg,Maharashtra,WH-IND,295.2208933769243,457.03
ORD42668,2023-09-13,Sunflower Oil 2L,Chhattisgarh,WH-JAI,73.0,410.61
ORD42669,2022-09-25,Peanut Butter Crunchy 1kg,Rajasthan,WH-BLR,103.0,418.05
ORD42670,2023-09-09,Biscuits 500g,Gujarat,WH-AHM,52.0,641.95
ORD42671,2023-02-20,Peanut Butter Smooth 1kg,Maharashtra,WH-DEL,81.0,417.67
ORD42672,2023-02-23,Sunflower Oil 2L,Chhattisgarh,WH-BLR,70.0,115.46
ORD42673,2024-06-28,Tea 500g,Delhi,WH-BLR,18.0,223.77
ORD42674,2022-01-01,Tea 500g,Rajasthan,WH-JAI,41.0,91.34
ORD42675,2023-11-30,Biscuits 200g,Rajasthan,WH-JAI,41.737333288119146,282.36
ORD42676,2023-03-20,Biscuits 200g,Madhya Pradesh,WH-AHM,54.0,430.09
ORD42677,2024-09-10,Detergent 500g,Rajasthan,WH-RAI,,714.38
ORD42678,01/08/22,Peanut Butter Crunchy 1kg,Chhattisgarh,WH-DEL,119.0,70.91
ORD42679,2022-02-15,Sunflower Oil 2L,Gujarat,WH-DEL,96.0,212.41
ORD42680,2023-07-30,Coffee 200g,Maharashtra,WH-RAI,97.0,441.78
ORD42681,2023-10-25,Detergent 2kg,Karnataka,WH-BLR,70.68418793050303,702.82
ORD42682,2022-12-09,Tea 500g,Rajasthan,WH-AHM,,384.67
ORD42683,2022-11-06,Tea 250g,Karnataka,WH-DEL,119.04269903079765,651.17
ORD42684,2023-09-16,Biscuits 500g,Delhi,WH-BLR,44.0,214.49
ORD42685,2022-02-14,Biscuits 200g,Gujarat,WH-BLR,91.0,324.88
ORD42686,09/06/22,,Delhi,WH-BLR,90.0,504.32
ORD42687,23/11/22,Detergent 500g,Chhattisgarh,WH-IND,70.84475138952119,441.19
ORD42688,2022-07-29,Milk 1L,Madhya Pradesh,WH-DEL,65.0,133.42
ORD42689,2023-01-18,,Chhattisgarh,WH-BLR,68.0,500.99
ORD42690,2023-08-25,Biscuits 200g,Madhya Pradesh,WH-AHM,40.0,189.02
ORD42691,2022-09-28,Peanut Butter Smooth 200g,Maharashtra,WH-AHM,79.0,285.14
ORD42692,2022-12-21,Tea 500g,Rajasthan,WH-IND,97.83875366526516,518.12
ORD42693,2022-09-19,Peanut Butter Crunchy 1kg,Chhattisgarh,WH-BLR,76.0,431.54
ORD42694,06/10/22,Sunflower Oil 2L,Chhattisgarh,WH-RAI,33.69895366917636,670.15
ORD42695,2023-12-10,Biscuits 200g,Madhya Pradesh,WH-RAI,92.01569126306143,147.02
ORD42696,2024-08-27,Milk 1L,Gujarat,WH-JAI,64.0,252.72
ORD42697,2024-09-15,Peanut Butter Crunchy 1kg,Gujarat,WH-DEL,82.0,340.6
ORD42698,2024-02-11,Milk 500ml,Karnataka,WH-AHM,34.0,792.54
ORD42699,2022-10-16,Tea 250g,Delhi,WH-IND,177.202734898022,724.13
ORD42700,2024-03-26,Detergent 2kg,Madhya Pradesh,WH-JAI,46.0,369.08
ORD42701,2023-09-06,Biscuits 200g,Madhya Pradesh,WH-AHM,74.0,646.06
ORD42702,2023-11-10,Peanut Butter Crunchy 1kg,Gujarat,WH-AHM,9.353182949667282,759.72
ORD42703,2022-09-12,Biscuits 100g,Madhya Pradesh,WH-BLR,67.0,471.36
ORD42704,2024-02-10,Biscuits 200g,Delhi,WH-IND,31.0,367.83
ORD42705,2023-03-31,Milk 1L,Madhya Pradesh,WH-DEL,24.0,43.86
ORD42706,2023-07-11,Milk 1L,Gujarat,WH-JAI,43.0,362.61
ORD42707,2023-09-06,Coffee 200g,Madhya Pradesh,WH-JAI,68.0,207.72
ORD42708,31/08/23,Milk 1L,Maharashtra,WH-IND,9.0,263.53
ORD42709,2022-12-20,Detergent 2kg,Gujarat,WH-BLR,564.7713946092787,272.85
ORD42710,2023-04-21,Biscuits 100g,Rajasthan,WH-DEL,59.0,359.0
ORD42711,2023-04-29,Biscuits 100g,Karnataka,WH-BLR,79.57475103646948,444.84
ORD42712,2023-05-19,,Madhya Pradesh,WH-MUM,74.0,596.32
ORD42713,2023-09-17,Detergent 2kg,Chhattisgarh,WH-JAI,92.0,471.08
ORD42714,2024-06-16,Biscuits 500g,Karnataka,WH-BLR,80.0,647.47
ORD42715,19/05/23,Tea 500g,Chhattisgarh,WH-RAI,,86.94
ORD42716,2022-08-15,Detergent 500g,Delhi,WH-JAI,85.0,657.59
ORD42717,2024-08-08,Sunflower Oil 2L,Madhya Pradesh,WH-AHM,34.0,643.04
ORD42718,23/08/23,Sunflower Oil 2L,Karnataka,WH-IND,7.0,444.14
ORD42719,2023-06-30,,Rajasthan,WH-DEL,75.0,108.54
ORD42720,2022-04-01,Milk 1L,Delhi,WH-AHM,71.0,175.58
ORD42721,2023-12-24,Biscuits 500g,Gujarat,WH-IND,18.880209826235,137.83
ORD42722,2024-07-19,,Maharashtra,WH-MUM,,137.62
ORD42723,2024-03-02,Detergent 1kg,Madhya Pradesh,WH-AHM,69.0,378.4
ORD42724,2024-05-08,,Chhattisgarh,WH-DEL,,671.88
ORD42725,2023-01-21,Coffee 200g,Chhattisgarh,WH-AHM,46.0,549.39
ORD42726,2023-05-26,Detergent 500g,Maharashtra,WH-MUM,91.0,181.51
ORD42727,2023-08-14,Milk 500ml,Delhi,WH-IND,260.8511610362567,509.19
ORD42728,2022-03-23,Biscuits 500g,Gujarat,WH-JAI,82.0,476.63
ORD42729,2023-09-21,Sunflower Oil 5L,Chhattisgarh,WH-DEL,63.0,166.7
ORD42730,2024-08-06,Peanut Butter Crunchy 1kg,Maharashtra,WH-AHM,68.0,756.15
ORD42731,2024-04-18,Milk 500ml,Rajasthan,WH-AHM,124.84247797384731,410.4
ORD42732,2024-03-15,Peanut Butter Smooth 200g,Chhattisgarh,WH-RAI,56.0,208.08
ORD42733,2024-07-02,Milk 500ml,Chhattisgarh,WH-MUM,42.0,519.03
ORD42734,2024-04-07,Sunflower Oil 5L,Rajasthan,WH-JAI,28.0,343.02
ORD42735,2022-10-09,Milk 1L,Gujarat,WH-AHM,126.65852916351564,429.96
ORD42736,10/01/24,Milk 500ml,Rajasthan,WH-AHM,52.0,766.48
ORD42737,2022-02-18,Peanut Butter Crunchy 1kg,Maharashtra,WH-AHM,83.0,383.98
ORD42738,2023-05-18,Detergent 2kg,Karnataka,WH-IND,47.0,339.69
ORD42739,27/01/22,Detergent 500g,Maharashtra,WH-DEL,72.0,524.53
ORD42740,2022-05-01,,Maharashtra,WH-JAI,19.0,306.15
ORD42741,2022-04-01,Biscuits 500g,Karnataka,WH-RAI,92.0,621.1
ORD42742,2023-05-25,Biscuits 500g,Rajasthan,WH-BLR,92.0,502.55
ORD42743,31/08/22,Milk 1L,Madhya Pradesh,WH-DEL,86.0,583.23
ORD42744,13/02/24,Biscuits 200g,Karnataka,WH-AHM,50.0,326.88
ORD42745,2024-03-06,Biscuits 200g,Madhya Pradesh,WH-MUM,100.0,190.54
ORD42746,2022-12-15,Sunflower Oil 2L,Madhya Pradesh,WH-JAI,40.79093236449116,129.4
ORD42747,2024-04-21,Milk 1L,Chhattisgarh,WH-BLR,126.0,782.1
ORD42748,2022-01-11,Sunflower Oil 2L,Gujarat,WH-DEL,77.0,240.26
ORD42749,2023-12-25,Tea 500g,Chhattisgarh,WH-DEL,64.17490254822826,673.85
ORD42750,2023-05-24,Peanut Butter Smooth 1kg,Rajasthan,WH-AHM,66.0,731.8
ORD42751,23/11/22,Milk 1L,Madhya Pradesh,WH-BLR,122.54249254361187,610.2
ORD42752,29/06/24,Tea 250g,Chhattisgarh,WH-RAI,1.0,371.77
ORD42753,2023-10-19,Peanut Butter Crunchy 500g,Karnataka,WH-AHM,87.1750222946605,731.24
ORD42754,03/04/24,Tea 500g,Karnataka,WH-DEL,45.0,579.18
ORD42755,2024-05-03,Peanut Butter Smooth 200g,Madhya Pradesh,WH-RAI,,776.22
ORD42756,2024-07-30,Milk 500ml,Madhya Pradesh,WH-JAI,105.0,448.81
ORD42757,2023-11-06,Tea 500g,Delhi,WH-MUM,57.877774678492784,715.31
ORD42758,2024-09-24,Peanut Butter Crunchy 500g,Delhi,WH-DEL,72.0,292.56
ORD42759,02/02/23,Biscuits 200g,Rajasthan,WH-DEL,6.0,681.11
ORD42760,2023-11-19,Peanut Butter Smooth 1kg,Gujarat,WH-DEL,6.5518745666207625,301.02
ORD42761,2022-04-01,Milk 1L,Chhattisgarh,WH-AHM,106.0,418.44
ORD42762,2022-10-17,Peanut Butter Smooth 200g,Delhi,WH-AHM,77.67182392614059,756.34
ORD42763,2022-08-30,Milk 500ml,Karnataka,WH-BLR,100.0,307.52
ORD42764,08/05/22,Detergent 500g,Maharashtra,WH-JAI,82.0,369.39
ORD42765,2022-04-03,Detergent 500g,Karnataka,WH-AHM,95.0,272.41
ORD42766,2023-05-14,Tea 500g,Maharashtra,WH-DEL,25.0,399.79
ORD42767,2022-01-24,,Delhi,WH-RAI,74.0,326.99
ORD42768,2024-02-28,Coffee 200g,Madhya Pradesh,WH-MUM,51.0,528.02
ORD42769,2022-12-29,Milk 500ml,Chhattisgarh,WH-DEL,117.16048540403172,167.03
ORD42770,2022-04-25,Sunflower Oil 5L,Maharashtra,WH-DEL,,488.67
ORD42771,2023-05-15,,Chhattisgarh,WH-JAI,39.0,787.98
ORD42772,29/01/24,Detergent 2kg,Chhattisgarh,WH-JAI,94.0,289.34
ORD42773,2023-06-04,,Madhya Pradesh,WH-RAI,122.0,324.7
ORD42774,2024-03-23,Biscuits 500g,Maharashtra,WH-IND,1.0,550.79
ORD42775,2024-02-25,,Gujarat,WH-JAI,64.0,341.19
ORD42776,2024-02-07,Milk 1L,Gujarat,WH-MUM,46.0,692.59
ORD42777,2024-01-01,Sunflower Oil 2L,Delhi,WH-RAI,111.0,417.11
ORD42778,2024-05-26,Peanut Butter Smooth 200g,Karnataka,WH-DEL,70.0,426.65
ORD42779,2022-10-02,Biscuits 100g,Rajasthan,WH-RAI,105.77564073771448,614.28
ORD42780,18/10/23,Milk 1L,Karnataka,WH-BLR,,460.84
ORD42781,2022-05-06,Tea 500g,Gujarat,WH-RAI,54.0,241.75
ORD42782,2022-05-02,Peanut Butter Crunchy 500g,Maharashtra,WH-IND,,756.53
ORD42783,2024-01-26,Milk 1L,Chhattisgarh,WH-MUM,77.0,650.43
ORD42784,2022-09-30,Tea 250g,Maharashtra,WH-AHM,,257.77
ORD42785,2022-05-15,Peanut Butter Crunchy 1kg,Karnataka,WH-AHM,55.0,254.71
ORD42786,11/03/22,Biscuits 200g,Madhya Pradesh,WH-AHM,45.0,731.9
ORD42787,2024-01-05,Detergent 2kg,Delhi,WH-DEL,96.0,500.79
ORD42788,2023-01-23,Sunflower Oil 5L,Rajasthan,WH-AHM,93.0,656.33
ORD42789,18/07/22,Sunflower Oil 2L,Karnataka,WH-IND,,207.82
ORD42790,2023-05-15,Milk 1L,Rajasthan,WH-BLR,62.0,667.14
ORD42791,2022-05-30,,Rajasthan,WH-MUM,104.0,620.26
ORD42792,2023-03-26,Tea 250g,Maharashtra,WH-IND,4.0,345.56
ORD42793,2022-12-12,Milk 500ml,Karnataka,WH-RAI,76.2059535802237,270.38
ORD42794,01/06/22,Tea 500g,Karnataka,WH-BLR,81.0,671.72
ORD42795,2022-05-19,Tea 500g,Madhya Pradesh,WH-AHM,16.0,150.99
ORD42796,2024-04-30,Tea 500g,Rajasthan,WH-JAI,1.0,567.6
ORD42797,2024-08-30,Sunflower Oil 5L,Gujarat,WH-AHM,67.0,726.07
ORD42798,2022-08-22,,Karnataka,WH-JAI,71.0,676.21
ORD42799,2024-07-09,Sunflower Oil 2L,Karnataka,WH-AHM,79.0,421.26
ORD42800,2023-01-25,Sunflower Oil 2L,Maharashtra,WH-AHM,71.0,494.67
ORD42801,2022-04-10,Biscuits 200g,Karnataka,WH-MUM,78.0,572.38
ORD42802,2022-11-12,,Rajasthan,WH-AHM,84.38523919583079,577.53
ORD42803,2024-05-11,Milk 500ml,Chhattisgarh,WH-MUM,25.0,336.84
ORD42804,2023-08-08,Sunflower Oil 2L,Rajasthan,WH-BLR,41.0,300.93
ORD42805,2023-07-08,,Karnataka,WH-AHM,9.0,49.96
ORD42806,2023-09-17,Peanut Butter Smooth 200g,Delhi,WH-IND,64.0,570.84
ORD42807,2023-04-16,Detergent 2kg,Delhi,WH-MUM,46.0,438.8
ORD42808,2024-05-01,,Chhattisgarh,WH-JAI,67.0,611.88
ORD42809,2024-03-12,,Rajasthan,WH-MUM,88.0,318.51
ORD42810,2022-04-20,Peanut Butter Smooth 1kg,Maharashtra,WH-IND,97.0,227.26
ORD42811,09/07/23,Detergent 2kg,Gujarat,WH-BLR,65.0,209.01
ORD42812,2023-07-03,Biscuits 200g,Madhya Pradesh,WH-IND,47.0,633.64
ORD42813,2023-07-28,Coffee 200g,Karnataka,WH-DEL,73.0,387.29
ORD42814,2024-04-13,Sunflower Oil 2L,Gujarat,WH-BLR,65.0,56.7
ORD42815,13/07/22,Biscuits 100g,Karnataka,WH-DEL,65.0,219.4
ORD42816,2024-06-11,Milk 1L,Madhya Pradesh,WH-MUM,61.0,129.7
ORD42817,2023-10-21,Biscuits 100g,Gujarat,WH-MUM,60.858296455348615,313.16
ORD42818,2023-11-22,Sunflower Oil 2L,Gujarat,WH-DEL,101.98065818716697,667.33
ORD42819,2022-10-13,Tea 250g,Madhya Pradesh,WH-AHM,105.35924468529743,132.91
ORD42820,25/10/22,Sunflower Oil 1L,Rajasthan,WH-AHM,54.32666615614976,298.19
ORD42821,2022-06-06,Milk 1L,Karnataka,WH-AHM,57.0,514.4
ORD42822,2022-10-03,Milk 1L,Gujarat,WH-AHM,83.4063398351338,485.27
ORD42823,2023-03-11,Detergent 2kg,Karnataka,WH-MUM,29.0,769.98
ORD42824,2022-12-28,Sunflower Oil 5L,Chhattisgarh,WH-AHM,150.7001042811559,171.06
ORD42825,24/01/24,Sunflower Oil 2L,Maharashtra,WH-IND,39.0,631.91
ORD42826,2022-02-08,Detergent 500g,Chhattisgarh,WH-AHM,75.0,314.0
ORD42827,2023-06-25,Milk 1L,Maharashtra,WH-JAI,48.0,562.07
ORD42828,2022-04-29,Detergent 1kg,Rajasthan,WH-IND,31.0,528.19
ORD42829,2023-12-14,,Karnataka,WH-DEL,102.52422130817403,487.21
ORD42830,2023-02-21,Biscuits 200g,Madhya Pradesh,WH-JAI,97.0,383.14
ORD42831,2022-04-01,,Madhya Pradesh,WH-BLR,73.0,339.39
ORD42832,2024-08-05,Tea 250g,Delhi,WH-JAI,38.0,534.88
ORD42833,2024-03-16,Biscuits 100g,Karnataka,WH-MUM,55.0,679.08
ORD42834,2024-07-17,,Delhi,WH-MUM,72.0,747.96
ORD42835,2024-01-04,Biscuits 200g,Rajasthan,WH-MUM,104.0,401.71
ORD42836,2022-08-28,Peanut Butter Crunchy 500g,Madhya Pradesh,WH-DEL,,225.02
ORD42837,2024-01-13,Sunflower Oil 5L,Rajasthan,WH-BLR,49.0,370.6
ORD42838,2022-01-31,,Madhya Pradesh,WH-MUM,79.0,545.13
ORD42839,20/02/23,Coffee 200g,Chhattisgarh,WH-RAI,64.21046857795535,647.12
ORD42840,2023-07-23,Peanut Butter Crunchy 500g,Gujarat,WH-MUM,81.0,348.17
ORD42841,2024-08-18,Sunflower Oil 1L,Karnataka,WH-IND,28.0,523.97
ORD42842,2024-01-24,Detergent 1kg,Karnataka,WH-RAI,27.0,441.42
ORD42843,2022-07-16,Peanut Butter Crunchy 1kg,Rajasthan,WH-JAI,37.0,188.19
ORD42844,2022-06-25,Biscuits 200g,Madhya Pradesh,WH-DEL,31.0,513.07
ORD42845,2023-03-23,Peanut Butter Smooth 1kg,Karnataka,WH-JAI,73.0,185.35
ORD42846,2022-01-21,,Madhya Pradesh,WH-DEL,83.0,703.61
ORD42847,2024-01-11,Milk 1L,Rajasthan,WH-IND,25.0,240.48
ORD42848,2022-04-16,Tea 250g,Karnataka,WH-JAI,62.0,369.23
ORD42849,2024-07-21,Tea 250g,Madhya Pradesh,WH-IND,35.0,48.43
ORD42850,18/12/23,Milk 500ml,Karnataka,WH-DEL,195.9794245812565,212.98
ORD42851,2023-01-27,Sunflower Oil 5L,Karnataka,WH-BLR,386.0911858919214,52.58
ORD42852,2023-12-26,Milk 500ml,Maharashtra,WH-IND,50.828161587899395,283.19
ORD42853,2023-11-25,Tea 250g,Delhi,WH-BLR,54.22237235573012,394.38
ORD42854,2022-08-11,Milk 1L,Chhattisgarh,WH-MUM,42.0,292.59
ORD42855,2022-10-31,Milk 500ml,Rajasthan,WH-MUM,52.52842093677301,226.57
ORD42856,2024-09-08,Coffee 200g,Karnataka,WH-AHM,27.0,168.8
ORD42857,2022-07-03,Coffee 200g,Maharashtra,WH-JAI,61.0,306.96
ORD42858,2022-05-13,Tea 250g,Maharashtra,WH-IND,12.0,442.42
ORD42859,2024-02-17,Biscuits 100g,Gujarat,WH-DEL,67.0,265.13
ORD42860,2024-01-26,Sunflower Oil 2L,Gujarat,WH-RAI,66.0,765.68
ORD42861,2023-03-01,Milk 1L,Karnataka,WH-RAI,100.0,336.51
ORD42862,2022-04-30,Detergent 500g,Delhi,WH-MUM,93.0,755.22
ORD42863,2022-05-14,Tea 500g,Madhya Pradesh,WH-IND,62.0,45.9
ORD42864,2022-06-28,,Delhi,WH-AHM,51.0,208.74
ORD42865,2022-04-21,Detergent 1kg,Madhya Pradesh,WH-MUM,113.0,148.28
ORD42866,2024-09-19,Sunflower Oil 5L,Rajasthan,WH-BLR,53.0,31.97
ORD42867,2022-03-07,,Maharashtra,WH-BLR,120.0,596.61
ORD42868,2022-07-06,Biscuits 500g,Maharashtra,WH-MUM,51.0,255.19
ORD42869,2024-01-16,Detergent 500g,Delhi,WH-AHM,43.0,308.38
ORD42870,2024-04-26,Coffee 200g,Chhattisgarh,WH-MUM,82.0,431.43
ORD42871,2022-02-26,Biscuits 100g,Chhattisgarh,WH-BLR,86.0,776.41
ORD42872,2022-12-18,Milk 1L,Chhattisgarh,WH-RAI,94.82516910328941,560.1
ORD42873,2023-11-18,Peanut Butter Smooth 200g,Delhi,WH-AHM,35.55032475816838,417.41
ORD42874,2024-04-25,Milk 1L,Madhya Pradesh,WH-DEL,76.0,91.06
ORD42875,2024-03-24,Biscuits 200g,Karnataka,WH-JAI,40.0,711.96
ORD42876,2022-01-06,Biscuits 500g,Chhattisgarh,WH-DEL,69.0,772.44
ORD42877,2024-08-29,Sunflower Oil 2L,Chhattisgarh,WH-BLR,54.0,700.54
ORD42878,2022-10-17,Detergent 500g,Maharashtra,WH-DEL,44.435338336363984,455.7
ORD42879,2022-04-10,Peanut Butter Crunchy 500g,Gujarat,WH-DEL,25.0,707.76
ORD42880,2022-03-23,Tea 500g,Maharashtra,WH-DEL,71.0,689.37
ORD42881,2022-06-08,Peanut Butter Smooth 1kg,Chhattisgarh,WH-IND,,328.34
ORD42882,2022-02-22,Peanut Butter Smooth 1kg,Delhi,WH-JAI,108.0,487.59
ORD42883,2024-03-09,Sunflower Oil 1L,Delhi,WH-DEL,82.0,718.22
ORD42884,25/10/23,Biscuits 100g,Maharashtra,WH-AHM,122.25160035172681,342.08
