po_number,item,supplier_name,order_dt,delivery_dt,qty_ordered,status
PO16565,SKU132,FreshSource Ltd,2024/05/16,2024-05-27,4523,Pending
PO16566,SKU158,ABC Traders,2024/09/22,2024-10-20,2829,Delayed
PO16567,Tea 500g,ABC Traders,2024/08/10,,1924,In Transit
PO16568,Detergent 2kg,Global Supplies,2022/01/05,2022-01-13,1104,Delivered
PO16569,Biscuits 100g,ABC Traders,2022/01/15,2022-01-23,3803,Cancelled
PO16570,SKU130,Prime Wholesale,2022/02/25,2022-03-06,2675,Delayed
PO16571,SKU103,ABC Traders,2023/11/14,2023-11-19,4442,Delivered
PO16572,Biscuits 100g,Global Supplies,2023/02/14,2023-02-21,3662,Delivered
PO16573,SKU125,Om Distributors,2022/03/02,,2674,Cancelled
PO16574,Sunflower Oil 2L,ABC Traders,2023/05/31,,1619,In Transit
PO16575,Milk 1L,FreshSource Ltd,2024/07/04,2024-07-24,3578,Cancelled
PO16576,SKU159,Prime Wholesale,2023/05/19,2023-05-31,318,Cancelled
PO16577,Detergent 500g,Global Supplies,2024/09/21,2024-09-24,2850,In Transit
PO16578,Detergent 500g,FreshSource Ltd,2024/04/27,,863,Cancelled
PO16579,SKU153,FreshSource Ltd,2023/07/17,,2073,In Transit
PO16580,SKU104,ABC Traders,2022/08/11,2022-09-01,3087,Pending
PO16581,SKU112,Global Supplies,2024/06/15,2024-07-04,2459,Delivered
PO16582,SKU130,Om Distributors,2023/11/12,2023-11-17,2561,Pending
PO16583,Peanut Butter Crunchy 200g,FreshSource Ltd,2023/04/07,2023-05-05,2347,Delayed
PO16584,SKU108,Om Distributors,2022/05/08,2022-05-15,2061,Pending
PO16585,SKU135,Om Distributors,2024/08/08,2024-08-16,2495,Pending
PO16586,SKU125,Global Supplies,2022/10/26,,1870,Pending
PO16587,Milk 500ml,Prime Wholesale,2023/04/26,,662,Delayed
PO16588,Milk 1L,FreshSource Ltd,2023/12/02,2023-12-21,2798,In Transit
PO16589,SKU121,Prime Wholesale,2024/02/29,,3296,In Transit
PO16590,Detergent 1kg,Global Supplies,2022/10/08,2022-10-23,721,Cancelled
PO16591,Detergent 500g,Global Supplies,2023/10/26,,3760,Cancelled
PO16592,SKU125,Global Supplies,2024/09/06,2024-10-01,4593,Pending
PO16593,Detergent 500g,Om Distributors,2024/06/28,2024-07-17,2255,Pending
PO16594,SKU139,Global Supplies,2024/05/12,2024-05-22,4343,In Transit
PO16595,SKU135,Om Distributors,2024/09/27,,2909,Delivered
PO16596,SKU125,Global Supplies,2022/03/11,2022-04-05,515,Delivered
PO16597,Tea 500g,ABC Traders,2023/06/02,,4484,In Transit
PO16598,SKU114,ABC Traders,2024/06/29,2024-07-06,2638,Delivered
PO16599,Coffee 200g,ABC Traders,2024/03/09,2024-03-27,4557,Delayed
PO16600,Tea 500g,FreshSource Ltd,2023/06/14,2023-07-14,272,In Transit
PO16601,SKU125,Global Supplies,2024/03/20,2024-03-26,939,Delayed
PO16602,Coffee 200g,Om Distributors,2023/02/18,2023-03-20,816,Delivered
PO16603,Detergent 1kg,Om Distributors,2022/11/05,2022-12-01,3485,Cancelled
PO16604,Sunflower Oil 2L,Om Distributors,2022/08/07,2022-09-04,3127,Cancelled
PO16605,SKU126,Global Supplies,2022/09/24,,3968,Delayed
PO16606,SKU130,FreshSource Ltd,2023/01/24,2023-02-09,4254,Pending
PO16607,SKU139,FreshSource Ltd,2023/09/09,2023-09-30,3541,Delayed
PO16608,SKU135,FreshSource Ltd,2023/06/04,2023-06-16,4254,Delivered
PO16609,SKU109,Prime Wholesale,2022/04/16,2022-05-05,3133,In Transit
PO16610,SKU143,Global Supplies,2023/12/07,2023-12-30,996,Delayed
PO16611,SKU102,Prime Wholesale,2024/08/21,,1120,In Transit
PO16612,SKU138,ABC Traders,2024/08/30,,865,Pending
PO16613,Sunflower Oil 1L,FreshSource Ltd,2023/06/03,2023-06-06,335,Cancelled
PO16614,SKU141,FreshSource Ltd,2023/01/03,2023-01-25,1643,Delayed
PO16615,Detergent 500g,Global Supplies,2023/11/16,2023-12-02,2836,Pending
PO16616,SKU122,Prime Wholesale,2024/06/11,2024-07-05,3344,Delayed
PO16617,SKU159,Prime Wholesale,2024/02/11,2024-02-19,3809,In Transit
PO16618,SKU113,Global Supplies,2022/11/06,,3003,Cancelled
PO16619,Coffee 200g,Om Distributors,2024/01/02,2024-01-15,613,In Transit
PO16620,Peanut Butter Crunchy 200g,Om Distributors,2022/11/12,2022-11-26,4571,Pending
PO16621,Biscuits 500g,Global Supplies,2023/08/14,2023-08-21,1628,Delivered
PO16622,Detergent 500g,Global Supplies,2022/09/08,2022-10-08,3296,In Transit
PO16623,SKU114,Prime Wholesale,2022/05/19,2022-06-10,4815,Cancelled
PO16624,Milk 500ml,FreshSource Ltd,2022/08/14,,4448,Cancelled
PO16625,Tea 500g,ABC Traders,2023/03/03,2023-03-08,3296,In Transit
PO16626,Biscuits 100g,Om Distributors,2024/09/10,2024-09-24,4594,Pending
PO16627,Milk 1L,ABC Traders,2023/03/06,2023-03-18,4395,In Transit
PO16628,Sunflower Oil 2L,Global Supplies,2023/01/03,2023-01-26,1816,Pending
PO16629,Coffee 200g,FreshSource Ltd,2023/06/14,2023-06-26,4244,Delivered
PO16630,Biscuits 100g,FreshSource Ltd,2023/04/20,2023-05-15,1759,Pending
PO16631,SKU156,ABC Traders,2022/10/28,2022-11-06,2471,Delayed
PO16632,SKU108,ABC Traders,2022/05/20,2022-05-26,484,Delivered
PO16633,Peanut Butter Crunchy 1kg,Global Supplies,2023/07/09,2023-08-06,3633,Pending
PO16634,Tea 500g,Prime Wholesale,2022/09/30,2022-10-23,2675,Cancelled
PO16635,SKU149,Global Supplies,2024/04/14,,497,Cancelled
PO16636,Peanut Butter Smooth 200g,Om Distributors,2024/09/27,2024-10-24,4306,Cancelled
PO16637,SKU112,FreshSource Ltd,2022/09/17,2022-09-23,303,Pending
PO16638,Detergent 500g,Prime Wholesale,2024/04/10,,1624,Cancelled
PO16639,Milk 500ml,ABC Traders,2022/09/29,2022-10-25,1085,In Transit
PO16640,Milk 500ml,Om Distributors,2023/05/01,2023-05-14,271,In Transit
PO16641,SKU151,Prime Wholesale,2023/07/06,2023-07-10,1158,Pending
PO16642,Peanut Butter Crunchy 1kg,Prime Wholesale,2023/07/04,,524,Delayed
PO16643,SKU100,ABC Traders,2023/02/17,,1906,Pending
PO16644,Detergent 2kg,Om Distributors,2024/02/18,,3763,Delivered
PO16645,Peanut Butter Smooth 1kg,FreshSource Ltd,2024/04/29,2024-05-06,4017,In Transit
PO16646,SKU111,Om Distributors,2024/09/10,,3357,In Transit
PO16647,SKU147,ABC Traders,2023/05/12,2023-05-28,1317,In Transit
PO16648,SKU102,FreshSource Ltd,2024/03/23,2024-04-22,3653,Cancelled
PO16649,Peanut Butter Smooth 200g,FreshSource Ltd,2023/07/23,2023-08-11,4173,Pending
PO16650,Tea 500g,Om Distributors,2024/08/10,2024-08-22,1190,Cancelled
PO16651,SKU105,Om Distributors,2023/02/15,2023-03-02,1580,Cancelled
PO16652,SKU128,Om Distributors,2022/10/03,,678,Delivered
PO16653,Coffee 200g,ABC Traders,2024/04/29,2024-05-02,4956,Delivered
PO16654,SKU103,ABC Traders,2022/10/15,2022-11-02,1451,Cancelled
PO16655,SKU100,Global Supplies,2023/06/12,2023-06-15,206,Delivered
PO16656,SKU153,ABC Traders,2023/05/01,2023-05-05,2833,In Transit
PO16657,Biscuits 200g,FreshSource Ltd,2022/11/07,2022-12-02,237,Pending
PO16658,Detergent 1kg,FreshSource Ltd,2023/07/15,2023-07-26,2476,Delivered
PO16659,Biscuits 500g,Om Distributors,2023/11/23,2023-12-13,2389,Cancelled
PO16660,SKU139,Om Distributors,2022/02/19,2022-02-27,3361,In Transit
PO16661,Tea 500g,Prime Wholesale,2022/07/06,2022-07-24,3003,Delivered
PO16662,Sunflower Oil 5L,Prime Wholesale,2022/12/17,2023-01-07,354,Cancelled
PO16663,SKU116,FreshSource Ltd,2024/03/07,2024-04-03,1566,In Transit
PO16664,SKU118,Om Distributors,2024/09/23,,4881,In Transit
PO16665,SKU130,Om Distributors,2022/03/04,2022-04-02,3581,Delayed
PO16666,Detergent 500g,Om Distributors,2023/08/04,2023-08-31,1020,In Transit
PO16667,Peanut Butter Crunchy 1kg,Prime Wholesale,2024/02/11,2024-03-06,3491,Pending
PO16668,SKU100,FreshSource Ltd,2024/01/26,2024-02-25,4453,In Transit
PO16669,SKU134,Prime Wholesale,2024/06/21,2024-07-20,3408,Delayed
PO16670,Tea 250g,ABC Traders,2023/11/19,,516,Delayed
PO16671,SKU111,Om Distributors,2024/07/26,2024-08-12,1863,In Transit
PO16672,Peanut Butter Crunchy 1kg,FreshSource Ltd,2022/01/15,,1411,Pending
PO16673,SKU136,ABC Traders,2024/07/15,2024-07-26,313,Pending
PO16674,Sunflower Oil 1L,FreshSource Ltd,2022/07/13,2022-07-27,4582,Pending
PO16675,SKU113,Global Supplies,2023/06/11,2023-06-28,2012,Pending
PO16676,Milk 1L,Global Supplies,2022/07/03,,3743,Pending
PO16677,SKU139,Prime Wholesale,2022/08/05,2022-09-01,4376,In Transit
PO16678,SKU124,Om Distributors,2024/05/24,2024-06-15,2305,Cancelled
PO16679,SKU157,Om Distributors,2022/07/24,2022-08-06,2511,Delayed
PO16680,SKU120,Prime Wholesale,2022/12/07,2022-12-13,1342,Delayed
PO16681,SKU149,Om Distributors,2023/03/09,,4823,Delayed
PO16682,Biscuits 500g,Om Distributors,2023/10/04,2023-10-09,1689,Delivered
PO16683,Biscuits 200g,Prime Wholesale,2024/06/22,2024-07-14,2221,Delivered
PO16684,Peanut Butter Crunchy 200g,Om Distributors,2024/05/03,2024-05-13,1656,Cancelled
PO16685,SKU125,Global Supplies,2024/02/22,2024-03-04,1470,Pending
PO16686,SKU155,Om Distributors,2022/05/14,2022-06-03,4252,Cancelled
PO16687,SKU124,Prime Wholesale,2022/03/15,2022-04-05,4308,In Transit
PO16688,SKU128,Global Supplies,2024/03/09,2024-03-27,4262,Delivered
PO16689,SKU134,Global Supplies,2024/06/12,,4128,Delayed
PO16690,Sunflower Oil 5L,ABC Traders,2022/04/27,2022-05-03,3660,Cancelled
PO16691,SKU139,ABC Traders,2022/07/17,2022-07-26,1154,Delayed
PO16692,SKU121,FreshSource Ltd,2023/10/25,,2662,Delayed
PO16693,SKU131,Prime Wholesale,2023/02/07,2023-02-28,3816,Delayed
PO16694,SKU100,Prime Wholesale,2022/12/24,,3819,In Transit
PO16695,SKU145,Om Distributors,2023/06/14,2023-06-20,4117,Pending
PO16696,SKU145,Om Distributors,2024/07/24,2024-08-01,693,Delivered
PO16697,SKU110,Om Distributors,2023/10/11,,1399,Delayed
PO16698,Milk 500ml,Global Supplies,2024/06/22,,3579,Delivered
PO16699,Detergent 500g,ABC Traders,2022/11/25,2022-12-13,3624,Delayed
PO16700,SKU124,Global Supplies,2022/04/20,2022-05-02,3269,Delayed
PO16701,Peanut Butter Smooth 200g,ABC Traders,2022/10/19,,3190,In Transit
PO16702,SKU143,Global Supplies,2023/12/25,2024-01-02,4176,Delayed
PO16703,Peanut Butter Crunchy 1kg,ABC Traders,2023/09/19,2023-09-25,334,Delayed
PO16704,SKU140,Om Distributors,2024/08/29,,3900,Delayed
PO16705,Biscuits 500g,Prime Wholesale,2023/08/21,2023-09-02,2348,Delivered
PO16706,SKU156,ABC Traders,2024/01/25,2024-01-28,2769,Pending
PO16707,Milk 500ml,Global Supplies,2023/12/09,2023-12-15,3871,Cancelled
PO16708,SKU130,Om Distributors,2023/12/17,2023-12-20,1472,Delayed
PO16709,Sunflower Oil 5L,Om Distributors,2023/12/02,2023-12-07,3029,Pending
PO16710,Detergent 1kg,Global Supplies,2024/03/16,,456,In Transit
PO16711,SKU139,FreshSource Ltd,2024/05/06,,1421,In Transit
PO16712,SKU125,Prime Wholesale,2024/05/02,2024-05-05,790,Delayed
PO16713,SKU110,ABC Traders,2023/04/11,2023-05-06,4591,Delayed
PO16714,Milk 500ml,Om Distributors,2022/08/10,2022-08-29,878,Delayed
PO16715,Peanut Butter Smooth 1kg,Om Distributors,2022/12/31,,4728,Delivered
PO16716,SKU131,FreshSource Ltd,2024/06/28,2024-07-05,4968,Delayed
PO16717,Sunflower Oil 1L,Om Distributors,2024/08/10,2024-08-18,3205,Cancelled
PO16718,SKU118,Prime Wholesale,2024/03/05,2024-03-22,3938,Cancelled
PO16719,Detergent 1kg,ABC Traders,2023/11/21,2023-12-04,3966,Pending
PO16720,Sunflower Oil 5L,ABC Traders,2024/05/08,,312,Delayed
PO16721,SKU159,Global Supplies,2022/06/12,2022-07-09,1762,Cancelled
PO16722,SKU153,Om Distributors,2022/10/27,2022-11-01,3923,Delivered
PO16723,SKU110,Om Distributors,2022/11/08,2022-12-08,4133,Delayed
PO16724,Milk 1L,Prime Wholesale,2023/10/09,2023-10-19,217,Pending
PO16725,SKU108,Prime Wholesale,2023/12/07,2023-12-15,3460,Delayed
PO16726,Peanut Butter Crunchy 500g,Om Distributors,2024/08/24,2024-09-13,3187,Delayed
PO16727,SKU114,Global Supplies,2023/03/11,2023-03-26,4862,Pending
PO16728,Peanut Butter Smooth 200g,FreshSource Ltd,2023/03/27,,3736,Pending
PO16729,SKU139,Global Supplies,2022/11/04,2022-11-19,2989,Cancelled
PO16730,SKU109,Global Supplies,2022/12/31,2023-01-15,2565,In Transit
PO16731,Sunflower Oil 5L,Om Distributors,2024/07/24,,3471,Pending
PO16732,Sunflower Oil 2L,Prime Wholesale,2023/11/29,2023-12-29,1419,Pending
PO16733,SKU157,ABC Traders,2022/02/24,2022-03-19,1896,Pending
PO16734,SKU149,ABC Traders,2023/12/01,2023-12-15,1912,Pending
PO16735,SKU136,FreshSource Ltd,2022/11/02,2022-11-06,1900,In Transit
PO16736,SKU150,Global Supplies,2022/06/01,2022-06-23,2881,Delivered
PO16737,SKU156,ABC Traders,2022/12/03,2022-12-09,4790,Delayed
PO16738,Detergent 1kg,FreshSource Ltd,2024/05/17,2024-06-05,535,In Transit
PO16739,SKU156,Global Supplies,2024/01/18,2024-01-27,1679,Cancelled
PO16740,SKU137,FreshSource Ltd,2023/09/20,2023-09-24,2103,In Transit
PO16741,Sunflower Oil 5L,Global Supplies,2022/09/06,2022-09-19,4554,Cancelled
PO16742,SKU146,Prime Wholesale,2024/09/15,,1123,In Transit
PO16743,Peanut Butter Smooth 1kg,ABC Traders,2023/06/07,2023-06-16,4735,Delivered
PO16744,SKU110,FreshSource Ltd,2024/07/03,2024-07-22,2440,In Transit
PO16745,SKU145,Prime Wholesale,2023/05/16,2023-06-12,3293,Pending
PO16746,SKU136,Prime Wholesale,2023/09/23,,260,In Transit
PO16747,Sunflower Oil 1L,Prime Wholesale,2023/05/26,2023-06-01,4790,Delivered
PO16748,SKU129,FreshSource Ltd,2023/02/28,,3294,Delayed
PO16749,SKU126,Prime Wholesale,2022/04/03,2022-04-07,2552,Delayed
PO16750,SKU157,Prime Wholesale,2024/03/23,2024-04-09,1739,Delayed
PO16751,SKU118,Global Supplies,2024/03/19,2024-03-23,4386,Delayed
PO16752,Milk 500ml,Prime Wholesale,2022/02/15,2022-03-03,1427,Pending
PO16753,Tea 500g,Prime Wholesale,2023/03/20,2023-04-12,1330,Pending
PO16754,Biscuits 500g,Prime Wholesale,2022/10/31,2022-11-12,2773,In Transit
PO16755,Detergent 500g,FreshSource Ltd,2023/12/31,2024-01-16,4158,Cancelled
PO16756,SKU116,Global Supplies,2023/03/29,2023-04-25,436,Delayed
PO16757,Sunflower Oil 1L,ABC Traders,2022/07/26,2022-08-04,779,Delivered
PO16758,Milk 500ml,Global Supplies,2022/04/26,2022-05-13,2373,Delayed
PO16759,SKU150,Prime Wholesale,2023/07/06,2023-07-19,4848,Pending
PO16760,SKU106,Global Supplies,2022/09/08,,4347,Delayed
PO16761,SKU143,Prime Wholesale,2023/09/16,2023-09-23,4268,Delivered
PO16762,SKU125,ABC Traders,2022/01/18,2022-01-25,4496,Delayed
PO16763,Sunflower Oil 1L,Prime Wholesale,2023/08/14,2023-09-10,2325,In Transit
PO16764,SKU115,Global Supplies,2022/01/21,,4098,Delivered
PO16765,SKU122,FreshSource Ltd,2023/04/12,2023-04-27,3646,Delivered
PO16766,Biscuits 500g,Global Supplies,2024/03/20,2024-03-23,375,Cancelled
PO16767,SKU118,FreshSource Ltd,2022/07/17,2022-07-27,4549,In Transit
PO16768,Sunflower Oil 5L,FreshSource Ltd,2024/07/22,2024-08-07,4478,Delayed
PO16769,Peanut Butter Smooth 1kg,Prime Wholesale,2022/02/16,2022-03-15,291,In Transit
PO16770,SKU126,Om Distributors,2022/03/10,2022-04-02,3650,Cancelled
PO16771,Tea 500g,ABC Traders,2023/06/15,2023-06-23,4908,Cancelled
PO16772,Peanut Butter Crunchy 1kg,Om Distributors,2022/03/02,2022-03-27,2662,Pending
PO16773,Milk 1L,Prime Wholesale,2023/05/26,2023-05-31,2534,Delayed
PO16774,SKU158,Global Supplies,2022/03/07,2022-03-26,759,Cancelled
PO16775,SKU159,Om Distributors,2022/10/24,2022-11-02,2335,Cancelled
PO16776,SKU148,Prime Wholesale,2023/06/09,2023-06-29,2165,Delayed
PO16777,Milk 500ml,FreshSource Ltd,2022/10/17,2022-11-03,2490,Cancelled
PO16778,SKU144,FreshSource Ltd,2023/04/29,2023-05-26,3830,Delayed
PO16779,Biscuits 200g,ABC Traders,2023/02/16,2023-03-12,521,Delivered
PO16780,Biscuits 500g,Prime Wholesale,2024/09/13,2024-09-23,569,Pending
PO16781,SKU103,Om Distributors,2024/03/28,2024-04-06,3994,Delivered
PO16782,SKU102,Global Supplies,2023/04/05,2023-05-03,4935,Pending
PO16783,SKU148,Global Supplies,2022/09/24,2022-10-02,4627,Cancelled
PO16784,Coffee 200g,Om Distributors,2022/04/22,2022-05-09,2887,Pending
PO16785,Detergent 500g,FreshSource Ltd,2023/04/29,2023-05-14,3504,Delayed
PO16786,Milk 500ml,Prime Wholesale,2023/08/30,2023-09-27,2628,Pending
PO16787,SKU155,FreshSource Ltd,2023/09/25,2023-10-16,4840,Delivered
PO16788,SKU112,ABC Traders,2024/09/17,,3538,Delayed
PO16789,Coffee 200g,ABC Traders,2024/04/02,2024-04-18,4050,Cancelled
PO16790,SKU146,ABC Traders,2024/07/02,2024-07-30,806,Delivered
PO16791,SKU145,ABC Traders,2022/06/01,2022-06-18,4471,Delivered
PO16792,SKU122,FreshSource Ltd,2022/12/25,2023-01-23,2367,Cancelled
PO16793,Peanut Butter Crunchy 1kg,Om Distributors,2024/02/17,2024-03-07,384,Delivered
PO16794,Milk 1L,FreshSource Ltd,2024/03/24,2024-04-15,1815,In Transit
PO16795,SKU103,Global Supplies,2022/12/22,,746,Pending
PO16796,SKU109,Om Distributors,2022/09/09,2022-09-30,3247,In Transit
PO16797,Peanut Butter Smooth 200g,Om Distributors,2024/04/21,2024-05-08,741,Cancelled
PO16798,SKU125,FreshSource Ltd,2022/05/10,,2980,Delivered
PO16799,Milk 500ml,ABC Traders,2024/07/14,2024-07-23,3938,Delivered
PO16800,Detergent 500g,Prime Wholesale,2024/07/18,2024-07-27,2857,In Transit
PO16801,SKU150,Prime Wholesale,2022/12/25,2022-12-31,2597,Delayed
PO16802,SKU113,Global Supplies,2022/01/25,2022-01-29,2146,Delayed
PO16803,SKU140,Prime Wholesale,2024/04/20,2024-04-23,3389,Delayed
PO16804,SKU138,Om Distributors,2022/03/16,2022-04-10,2080,Delayed
PO16805,SKU138,Om Distributors,2023/07/25,,1805,In Transit
PO16806,Milk 500ml,Prime Wholesale,2024/06/21,2024-06-26,3730,In Transit
PO16807,Peanut Butter Smooth 1kg,ABC Traders,2024/08/30,2024-09-18,3361,In Transit
PO16808,SKU143,Prime Wholesale,2023/11/18,,4771,Pending
PO16809,Tea 250g,Om Distributors,2022/02/20,2022-03-06,4905,Delayed
PO16810,Coffee 200g,FreshSource Ltd,2023/09/20,2023-09-26,717,Delivered
PO16811,Milk 500ml,Prime Wholesale,2022/04/10,2022-04-24,4517,Pending
PO16812,SKU102,Global Supplies,2024/03/27,2024-04-15,225,Delayed
PO16813,SKU141,Global Supplies,2022/12/21,,381,Pending
PO16814,SKU127,ABC Traders,2022/08/01,2022-08-30,963,Pending
PO16815,Coffee 200g,ABC Traders,2024/01/29,2024-02-07,2785,In Transit
PO16816,SKU157,FreshSource Ltd,2024/04/25,,3213,In Transit
PO16817,SKU112,Global Supplies,2022/10/12,2022-11-09,2170,In Transit
PO16818,SKU152,Global Supplies,2023/03/12,,967,Delayed
PO16819,SKU157,FreshSource Ltd,2023/11/28,2023-12-20,466,Delayed
PO16820,Milk 500ml,Om Distributors,2023/03/28,2023-04-03,4384,Pending
PO16821,Milk 1L,Prime Wholesale,2023/10/16,2023-10-19,4652,Delayed
PO16822,Detergent 1kg,Prime Wholesale,2024/04/04,,3709,In Transit
PO16823,Biscuits 100g,FreshSource Ltd,2024/02/14,2024-02-28,3667,Delayed
PO16824,SKU151,Om Distributors,2022/01/15,2022-01-26,4493,Cancelled
PO16825,Milk 500ml,Global Supplies,2022/10/05,2022-10-29,2739,Pending
PO16826,Tea 500g,Global Supplies,2023/06/27,2023-07-06,4252,Pending
PO16827,Biscuits 500g,Global Supplies,2022/12/01,2022-12-23,4018,Delayed
PO16828,SKU110,Om Distributors,2023/05/12,2023-05-21,2215,Delivered
PO16829,SKU108,Global Supplies,2022/12/13,2022-12-24,2740,Delayed
PO16830,SKU155,ABC Traders,2022/06/28,,4812,Pending
PO16831,Milk 500ml,Prime Wholesale,2023/08/08,2023-08-15,4780,Cancelled
PO16832,SKU105,ABC Traders,2023/09/17,2023-10-13,950,In Transit
PO16833,SKU145,ABC Traders,2024/05/28,,2623,In Transit
PO16834,Peanut Butter Crunchy 500g,ABC Traders,2022/08/03,2022-08-20,2744,Delayed
PO16835,SKU131,ABC Traders,2024/03/15,2024-03-19,3572,Delivered
PO16836,SKU104,ABC Traders,2023/03/23,2023-04-01,1820,Cancelled
PO16837,Detergent 500g,FreshSource Ltd,2024/09/04,,874,Pending
PO16838,SKU124,Om Distributors,2022/02/04,2022-02-19,415,Delivered
PO16839,SKU133,Om Distributors,2022/02/01,,1571,Cancelled
PO16840,SKU110,FreshSource Ltd,2023/02/20,2023-03-01,3705,Pending
PO16841,SKU144,ABC Traders,2022/09/02,2022-09-18,2296,In Transit
PO16842,Milk 1L,Om Distributors,2023/12/11,2023-12-20,590,In Transit
PO16843,SKU108,ABC Traders,2023/02/28,,343,Delivered
PO16844,Sunflower Oil 2L,Global Supplies,2022/10/08,,4895,Pending
PO16845,SKU121,Prime Wholesale,2022/09/11,,1166,Delivered
PO16846,Detergent 500g,ABC Traders,2023/01/30,2023-02-09,1563,In Transit
PO16847,Peanut Butter Smooth 1kg,Global Supplies,2023/08/18,,4419,Delayed
PO16848,Tea 250g,Global Supplies,2022/10/06,2022-10-17,1004,In Transit
PO16849,SKU144,Om Distributors,2023/09/15,,3179,Delivered
PO16850,SKU155,Om Distributors,2022/06/19,2022-06-28,517,Delivered
PO16851,SKU101,Global Supplies,2024/05/19,2024-06-05,642,Delayed
PO16852,SKU103,Global Supplies,2023/08/02,2023-08-07,3125,Cancelled
PO16853,SKU111,Om Distributors,2024/07/17,,4865,In Transit
PO16854,Biscuits 200g,Om Distributors,2023/03/02,2023-03-14,1670,Delivered
PO16855,SKU101,Prime Wholesale,2023/08/29,2023-09-16,540,Pending
PO16856,Biscuits 200g,FreshSource Ltd,2024/01/16,2024-02-07,632,Pending
PO16857,SKU112,Om Distributors,2022/08/27,2022-09-14,3451,Pending
PO16858,Milk 500ml,Global Supplies,2022/09/26,2022-10-17,1915,In Transit
PO16859,SKU113,Om Distributors,2023/07/07,,543,Delayed
PO16860,SKU127,FreshSource Ltd,2022/04/05,2022-04-08,1429,Delayed
PO16861,SKU111,Prime Wholesale,2022/11/04,,517,Pending
PO16862,SKU104,Prime Wholesale,2023/12/17,2024-01-07,2987,Delivered
PO16863,SKU111,Prime Wholesale,2023/06/26,2023-07-09,3152,In Transit
PO16864,Milk 500ml,Om Distributors,2022/12/15,2022-12-26,4820,Pending
PO16865,Coffee 200g,Global Supplies,2022/05/05,2022-05-30,1845,Cancelled
PO16866,Coffee 200g,ABC Traders,2023/04/20,,3756,Cancelled
PO16867,Milk 1L,ABC Traders,2024/03/04,2024-03-12,2586,In Transit
PO16868,SKU159,FreshSource Ltd,2022/05/11,2022-06-03,3191,In Transit
PO16869,Coffee 200g,Om Distributors,2022/05/12,2022-05-31,1312,Cancelled
PO16870,Milk 1L,Om Distributors,2022/09/26,2022-10-01,4675,Delivered
PO16871,SKU109,ABC Traders,2024/04/27,2024-05-02,1275,Cancelled
PO16872,SKU140,FreshSource Ltd,2022/07/16,,1362,Delivered
PO16873,SKU103,ABC Traders,2023/08/06,2023-08-16,1948,Delayed
PO16874,SKU101,Om Distributors,2023/03/15,2023-03-19,3595,Delayed
PO16875,SKU124,Prime Wholesale,2023/08/08,2023-08-24,3370,Cancelled
PO16876,SKU119,FreshSource Ltd,2023/08/29,,766,Cancelled
PO16877,SKU125,Om Distributors,2023/10/07,2023-10-14,219,In Transit
PO16878,SKU121,Om Distributors,2023/09/08,2023-09-24,3644,Pending
PO16879,Peanut Butter Crunchy 1kg,Prime Wholesale,2022/06/19,2022-07-03,4240,Pending
PO16880,SKU114,ABC Traders,2022/04/17,2022-04-24,506,Cancelled
PO16881,Milk 500ml,Om Distributors,2024/02/27,2024-03-17,4075,In Transit
PO16882,Coffee 200g,Global Supplies,2024/08/03,2024-08-10,1313,Delayed
PO16883,SKU105,Global Supplies,2023/10/08,,333,Pending
PO16884,SKU109,Prime Wholesale,2023/10/24,2023-11-11,4250,Pending
PO16885,SKU157,FreshSource Ltd,2023/03/18,2023-03-23,2186,Pending
PO16886,SKU122,Om Distributors,2022/03/29,2022-04-18,3320,Cancelled
PO16887,SKU129,Global Supplies,2022/11/02,2022-11-26,4480,Delayed
PO16888,Sunflower Oil 2L,Prime Wholesale,2022/02/01,2022-02-23,4247,Delivered
PO16889,SKU112,Om Distributors,2023/03/05,2023-03-25,4001,Delivered
PO16890,SKU154,Om Distributors,2024/04/27,2024-05-23,346,Cancelled
PO16891,SKU138,Om Distributors,2023/12/21,2023-12-27,1416,Cancelled
PO16892,SKU121,Global Supplies,2022/02/08,2022-03-01,3921,In Transit
PO16893,Detergent 500g,Global Supplies,2024/09/05,2024-09-18,3222,Delivered
PO16894,SKU149,FreshSource Ltd,2022/05/25,,3411,Cancelled
PO16895,SKU157,ABC Traders,2022/03/07,2022-03-16,226,In Transit
PO16896,Sunflower Oil 2L,Global Supplies,2022/03/15,2022-04-02,1668,In Transit
PO16897,Milk 1L,Om Distributors,2023/06/29,2023-07-26,2164,Pending
PO16898,SKU151,FreshSource Ltd,2023/03/02,2023-03-10,1059,Delivered
PO16899,Tea 500g,Om Distributors,2024/03/23,2024-04-03,1754,Delivered
PO16900,Biscuits 500g,ABC Traders,2023/10/20,2023-11-02,3244,Delayed
PO16901,SKU100,Global Supplies,2022/04/21,2022-05-07,1766,Delivered
PO16902,SKU127,Om Distributors,2023/03/02,2023-03-27,896,Delayed
PO16903,SKU112,Om Distributors,2022/10/31,2022-11-22,3151,Delayed
PO16904,SKU146,FreshSource Ltd,2022/09/10,2022-09-25,4920,Cancelled
PO16905,SKU150,FreshSource Ltd,2023/11/08,2023-12-06,2527,In Transit
PO16906,Biscuits 500g,FreshSource Ltd,2023/10/11,2023-11-02,1830,Delivered
PO16907,Peanut Butter Crunchy 500g,Prime Wholesale,2024/04/03,,2086,Pending
PO16908,SKU138,Om Distributors,2023/11/01,2023-11-05,726,Delivered
