OrderID,OrderDate,CustomerID,ProductID,SalesRepID,Quantity,UnitPrice,DiscountPercent,Region,Channel
SO00029341,2023-09-15 00:00:00,CUST0355,SKU0037,EMP0100,92,83.03,5,West,Wholesale
SO00029342,2023-05-30 00:00:00,CUST0133,SKU0108,EMP0017,168,45.11,5,North,General Trade
SO00029343,2023-06-20 00:00:00,CUST0069,SKU0037,EMP0076,106,82.27,2,South,Wholesale
SO00029344,2024-06-14 00:00:00,CUST0140,SKU0028,EMP0047,166,279.22,10,East,Wholesale
SO00029345,2023-01-13 00:00:00,CUST0036,SKU0014,EMP0098,166,649.19,7,West,General Trade
SO00029346,2023-04-27 00:00:00,CUST0151,SKU0010,EMP0037,64,636.53,10,North,General Trade
SO00029347,2024-05-01 00:00:00,CUST0053,SKU0030,EMP0061,180,96.53,10,North,General Trade
SO00029348,2023-12-13 00:00:00,CUST0260,SKU0043,EMP0033,75,300.32,0,West,Modern Trade
SO00029349,2023-06-25 00:00:00,CUST0239,SKU0052,EMP0084,36,678.18,2,West,Modern Trade
SO00029350,2024-12-26 00:00:00,CUST0180,SKU0039,EMP0038,112,126.42,10,South,General Trade
SO00029351,2024-07-24 00:00:00,CUST0102,SKU0046,EMP0091,108,267.56,0,West,Modern Trade
SO00029352,2023-06-10 00:00:00,CUST0475,SKU0065,EMP0050,123,781.52,0,West,Wholesale
SO00029353,2023-11-18 00:00:00,CUST0103,SKU0097,EMP0039,126,178.87,2,South,Wholesale
SO00029354,2024-05-09 00:00:00,CUST0485,SKU0075,EMP0024,49,216.49,2,West,General Trade
SO00029355,2024-06-15 00:00:00,CUST0286,SKU0029,EMP0060,47,483.91,0,North,Wholesale
SO00029356,2023-02-25 00:00:00,CUST0066,SKU0081,EMP0005,3,489.72,2,South,Wholesale
SO00029357,2024-08-24 00:00:00,CUST0160,SKU0002,EMP0079,4,155.29,0,South,Modern Trade
SO00029358,2023-03-04 00:00:00,CUST0264,SKU0057,EMP0059,144,328.52,10,South,Modern Trade
SO00029359,2023-06-27 00:00:00,CUST0442,SKU0021,EMP0049,144,597.09,0,East,Modern Trade
SO00029360,2023-01-04 00:00:00,CUST0169,SKU0008,EMP0089,51,620.26,10,West,Modern Trade
SO00029361,2024-06-26 00:00:00,CUST0205,SKU0112,EMP0095,124,319.12,5,South,Modern Trade
SO00029362,2023-04-28 00:00:00,CUST0076,SKU0047,EMP0041,75,433.81,10,East,General Trade
SO00029363,2024-08-17 00:00:00,CUST0068,SKU0015,EMP0042,42,351.33,5,South,Wholesale
SO00029364,2023-02-26 00:00:00,CUST0449,SKU0021,EMP0092,21,596.32,7,North,General Trade
SO00029365,2023-06-30 00:00:00,CUST0275,SKU0017,EMP0084,189,148.02,2,South,General Trade
SO00029366,2024-08-31 00:00:00,CUST0185,SKU0078,EMP0067,91,733.79,5,West,Wholesale
SO00029367,2024-01-13 00:00:00,CUST0180,SKU0015,EMP0077,57,354.33,0,South,General Trade
SO00029368,2024-08-07 00:00:00,CUST0451,SKU0080,EMP0002,123,660.42,0,West,Wholesale
SO00029369,2023-11-21 00:00:00,CUST0102,SKU0090,EMP0066,170,453.76,2,West,Modern Trade
SO00029370,2024-12-27 00:00:00,CUST0144,SKU0083,EMP0062,191,458.33,5,North,General Trade
SO00029371,2024-07-16 00:00:00,CUST0247,SKU0046,EMP0035,170,257.33,2,West,Modern Trade
SO00029372,2024-12-26 00:00:00,CUST0062,SKU0064,EMP0027,134,29.06,0,West,Wholesale
SO00029373,2024-12-14 00:00:00,CUST0314,SKU0098,EMP0027,96,222.91,7,West,Modern Trade
SO00029374,2023-12-04 00:00:00,CUST0371,SKU0022,EMP0089,80,127.68,10,South,Wholesale
SO00029375,2024-02-19 00:00:00,CUST0448,SKU0078,EMP0093,55,681.63,2,West,Modern Trade
SO00029376,2023-10-26 00:00:00,CUST0380,SKU0032,EMP0028,101,176.12,5,East,Modern Trade
SO00029377,2024-05-11 00:00:00,CUST0365,SKU0066,EMP0087,47,313.13,10,East,Wholesale
SO00029378,2023-10-01 00:00:00,CUST0442,SKU0076,EMP0031,40,78.2,0,East,Modern Trade
SO00029379,2024-09-21 00:00:00,CUST0335,SKU0118,EMP0063,6,93.34,5,East,Modern Trade
SO00029380,2023-08-18 00:00:00,CUST0340,SKU0064,EMP0010,26,31.24,0,North,General Trade
SO00029381,2024-03-20 00:00:00,CUST0377,SKU0104,EMP0040,165,456.2,7,South,Wholesale
SO00029382,2023-01-27 00:00:00,CUST0429,SKU0012,EMP0053,189,697.49,0,East,General Trade
SO00029383,2023-09-18 00:00:00,CUST0499,SKU0016,EMP0075,185,64.6,2,East,General Trade
SO00029384,2023-10-07 00:00:00,CUST0370,SKU0041,EMP0067,28,332.82,10,East,Modern Trade
SO00029385,2023-08-09 00:00:00,CUST0284,SKU0038,EMP0007,90,25.06,0,West,General Trade
SO00029386,2024-01-15 00:00:00,CUST0390,SKU0060,EMP0030,69,335.83,2,North,Wholesale
SO00029387,2023-08-14 00:00:00,CUST0363,SKU0045,EMP0046,199,597.8,5,East,Wholesale
SO00029388,2023-03-18 00:00:00,CUST0231,SKU0043,EMP0073,92,282.79,10,West,Wholesale
SO00029389,2023-05-06 00:00:00,CUST0042,SKU0020,EMP0058,193,517.5,5,North,General Trade
SO00029390,2023-07-01 00:00:00,CUST0290,SKU0109,EMP0031,176,731.55,10,North,General Trade
SO00029391,2023-04-26 00:00:00,CUST0478,SKU0009,EMP0051,93,447.3,5,West,Wholesale
SO00029392,2024-03-28 00:00:00,CUST0205,SKU0010,EMP0041,188,686.21,10,South,Modern Trade
SO00029393,2024-08-12 00:00:00,CUST0099,SKU0079,EMP0032,3,443.55,7,West,Modern Trade
SO00029394,2024-08-16 00:00:00,CUST0065,SKU0116,EMP0020,168,274.53,10,North,Modern Trade
SO00029395,2024-08-05 00:00:00,CUST0080,SKU0079,EMP0050,28,461.26,5,South,Modern Trade
SO00029396,2024-05-21 00:00:00,CUST0136,SKU0002,EMP0065,39,150.94,7,North,General Trade
SO00029397,2024-02-01 00:00:00,CUST0108,SKU0120,EMP0095,141,770.92,0,East,General Trade
SO00029398,2024-06-18 00:00:00,CUST0452,SKU0017,EMP0055,194,145.31,2,North,Wholesale
SO00029399,2024-07-22 00:00:00,CUST0070,SKU0055,EMP0019,48,71.87,2,South,General Trade
SO00029400,2024-02-08 00:00:00,CUST0169,SKU0049,EMP0033,37,413.68,5,West,Modern Trade
SO00029401,2024-11-10 00:00:00,CUST0102,SKU0117,EMP0002,31,799.36,7,West,Modern Trade
SO00029402,2024-11-17 00:00:00,CUST0300,SKU0029,EMP0052,161,447.7,10,West,General Trade
SO00029403,2023-11-24 00:00:00,CUST0152,SKU0010,EMP0070,145,643.71,10,East,Wholesale
SO00029404,2024-01-05 00:00:00,CUST0146,SKU0105,EMP0075,79,170.18,0,North,Wholesale
SO00029405,2023-12-10 00:00:00,CUST0166,SKU0044,EMP0076,187,545.51,7,North,Modern Trade
SO00029406,2023-08-31 00:00:00,CUST0415,SKU0050,EMP0066,176,60.31,10,West,Wholesale
SO00029407,2023-07-06 00:00:00,CUST0489,SKU0057,EMP0062,114,327.55,7,North,Wholesale
SO00029408,2023-05-23 00:00:00,CUST0127,SKU0033,EMP0079,110,705.82,7,East,Modern Trade
SO00029409,2023-04-08 00:00:00,CUST0071,SKU0113,EMP0079,11,514.97,5,South,General Trade
SO00029410,2023-11-01 00:00:00,CUST0084,SKU0040,EMP0020,121,643.38,0,South,Wholesale
SO00029411,2024-10-16 00:00:00,CUST0444,SKU0103,EMP0038,126,693.56,10,North,Wholesale
SO00029412,2024-06-04 00:00:00,CUST0474,SKU0034,EMP0009,150,88.26,10,South,Wholesale
SO00029413,2024-01-30 00:00:00,CUST0182,SKU0016,EMP0070,176,68.72,10,West,Wholesale
SO00029414,2024-02-28 00:00:00,CUST0481,SKU0066,EMP0055,128,323.7,2,West,Modern Trade
SO00029415,2023-08-26 00:00:00,CUST0336,SKU0022,EMP0045,51,135.17,10,West,Modern Trade
SO00029416,2024-10-20 00:00:00,CUST0368,SKU0028,EMP0057,142,278.42,10,North,Wholesale
SO00029417,2023-12-18 00:00:00,CUST0289,SKU0055,EMP0050,199,70.17,10,West,General Trade
SO00029418,2024-06-08 00:00:00,CUST0367,SKU0082,EMP0059,15,628.48,7,East,Modern Trade
SO00029419,2024-12-09 00:00:00,CUST0249,SKU0010,EMP0035,42,652.12,5,North,General Trade
SO00029420,2023-11-26 00:00:00,CUST0309,SKU0088,EMP0090,143,684.73,2,South,Wholesale
SO00029421,2024-12-21 00:00:00,CUST0342,SKU0089,EMP0056,29,426.02,2,West,Wholesale
SO00029422,2024-09-10 00:00:00,CUST0380,SKU0110,EMP0079,192,490.77,2,East,Modern Trade
SO00029423,2023-03-08 00:00:00,CUST0213,SKU0007,EMP0063,187,227.23,2,East,General Trade
SO00029424,2023-12-31 00:00:00,CUST0479,SKU0027,EMP0090,34,181.68,10,West,Wholesale
SO00029425,2023-12-08 00:00:00,CUST0191,SKU0021,EMP0083,170,573.95,5,East,Modern Trade
SO00029426,2023-03-19 00:00:00,CUST0235,SKU0058,EMP0031,116,488.88,0,South,Modern Trade
SO00029427,2024-09-13 00:00:00,CUST0042,SKU0034,EMP0061,48,87.91,7,North,General Trade
SO00029428,2023-05-12 00:00:00,CUST0314,SKU0041,EMP0067,21,331.39,7,West,Modern Trade
SO00029429,2024-12-05 00:00:00,CUST0244,SKU0031,EMP0051,64,715.5,5,South,General Trade
SO00029430,2024-04-07 00:00:00,CUST0300,SKU0118,EMP0052,47,97.39,5,West,General Trade
SO00029431,2023-11-05 00:00:00,CUST0101,SKU0092,EMP0045,48,366.57,10,West,General Trade
SO00029432,2024-11-04 00:00:00,CUST0362,SKU0062,EMP0094,109,89.32,0,North,Wholesale
SO00029433,2023-05-01 00:00:00,CUST0221,SKU0034,EMP0044,146,85.86,5,West,General Trade
SO00029434,2024-02-15 00:00:00,CUST0439,SKU0081,EMP0011,178,462.4,7,West,General Trade
SO00029435,2023-01-01 00:00:00,CUST0430,SKU0108,EMP0075,138,41.34,0,South,Wholesale
SO00029436,2024-05-11 00:00:00,CUST0471,SKU0022,EMP0020,77,133.07,2,South,Modern Trade
SO00029437,2023-12-30 00:00:00,CUST0121,SKU0082,EMP0007,78,649.79,10,North,Modern Trade
SO00029438,2024-02-18 00:00:00,CUST0154,SKU0074,EMP0048,31,743.51,5,North,Modern Trade
SO00029439,2023-02-12 00:00:00,CUST0335,SKU0111,EMP0090,136,336.61,0,East,Modern Trade
SO00029440,2023-04-05 00:00:00,CUST0202,SKU0106,EMP0042,13,705.45,10,West,Modern Trade
SO00029441,2023-01-19 00:00:00,CUST0400,SKU0026,EMP0024,50,511.93,0,South,Wholesale
SO00029442,2023-12-22 00:00:00,CUST0475,SKU0044,EMP0027,76,554.32,0,West,Wholesale
SO00029443,2023-11-23 00:00:00,CUST0164,SKU0087,EMP0059,119,741.34,0,West,Modern Trade
SO00029444,2023-09-11 00:00:00,CUST0172,SKU0081,EMP0082,161,479.67,2,South,Wholesale
SO00029445,2023-04-24 00:00:00,CUST0374,SKU0069,EMP0006,23,390.4,10,North,Modern Trade
SO00029446,2023-11-13 00:00:00,CUST0151,SKU0057,EMP0098,164,331.44,7,North,General Trade
SO00029447,2023-03-20 00:00:00,CUST0128,SKU0083,EMP0025,12,422.99,7,West,Modern Trade
SO00029448,2024-01-30 00:00:00,CUST0092,SKU0039,EMP0076,111,128.24,0,West,General Trade
SO00029449,2024-03-20 00:00:00,CUST0417,SKU0067,EMP0080,54,696.79,7,West,General Trade
SO00029450,2024-09-26 00:00:00,CUST0028,SKU0116,EMP0072,135,270.27,5,South,General Trade
SO00029451,2024-08-21 00:00:00,CUST0427,SKU0106,EMP0016,70,695.32,5,West,Wholesale
SO00029452,2024-03-14 00:00:00,CUST0127,SKU0052,EMP0021,190,681.93,10,East,Modern Trade
SO00029453,2024-10-12 00:00:00,CUST0018,SKU0113,EMP0009,87,535.18,10,South,Wholesale
SO00029454,2024-08-04 00:00:00,CUST0392,SKU0083,EMP0047,28,434.91,5,West,Wholesale
SO00029455,2023-07-04 00:00:00,CUST0421,SKU0096,EMP0073,122,145.69,0,East,General Trade
SO00029456,2024-09-14 00:00:00,CUST0244,SKU0064,EMP0064,8,28.69,0,South,General Trade
SO00029457,2023-12-11 00:00:00,CUST0435,SKU0117,EMP0079,51,824.41,7,North,Wholesale
SO00029458,2023-09-20 00:00:00,CUST0490,SKU0103,EMP0021,72,680.6,0,South,Modern Trade
SO00029459,2024-01-26 00:00:00,CUST0388,SKU0113,EMP0074,43,497.71,0,East,Wholesale
SO00029460,2023-09-12 00:00:00,CUST0377,SKU0008,EMP0034,2,570.98,5,South,Wholesale
SO00029461,2024-10-26 00:00:00,CUST0049,SKU0114,EMP0018,44,597.58,0,North,Wholesale
SO00029462,2024-06-23 00:00:00,CUST0333,SKU0106,EMP0097,193,657.64,5,South,Wholesale
SO00029463,2023-01-04 00:00:00,CUST0240,SKU0076,EMP0037,159,79.77,10,West,General Trade
SO00029464,2024-06-08 00:00:00,CUST0135,SKU0010,EMP0061,176,688.88,2,West,Modern Trade
SO00029465,2023-03-10 00:00:00,CUST0082,SKU0094,EMP0016,23,375.45,7,South,Modern Trade
SO00029466,2023-07-22 00:00:00,CUST0338,SKU0001,EMP0031,177,399.95,7,East,Wholesale
SO00029467,2024-02-22 00:00:00,CUST0493,SKU0106,EMP0069,139,664.22,5,West,General Trade
SO00029468,2023-10-08 00:00:00,CUST0449,SKU0020,EMP0093,17,540.0,2,North,General Trade
SO00029469,2023-04-26 00:00:00,CUST0376,SKU0069,EMP0045,153,386.0,7,South,Modern Trade
SO00029470,2023-02-22 00:00:00,CUST0138,SKU0011,EMP0058,98,183.75,2,North,Wholesale
SO00029471,2024-10-02 00:00:00,CUST0096,SKU0051,EMP0090,29,107.94,10,South,Modern Trade
SO00029472,2023-11-12 00:00:00,CUST0495,SKU0070,EMP0061,33,319.23,7,East,General Trade
SO00029473,2023-01-04 00:00:00,CUST0210,SKU0035,EMP0063,51,317.67,0,North,Modern Trade
SO00029474,2023-08-05 00:00:00,CUST0435,SKU0105,EMP0087,170,175.48,2,North,Wholesale
SO00029475,2024-09-30 00:00:00,CUST0276,SKU0088,EMP0039,30,706.65,2,North,Modern Trade
SO00029476,2023-12-27 00:00:00,CUST0472,SKU0037,EMP0066,156,79.27,2,East,Wholesale
SO00029477,2024-06-03 00:00:00,CUST0408,SKU0072,EMP0011,64,708.75,10,East,General Trade
SO00029478,2023-04-15 00:00:00,CUST0209,SKU0067,EMP0084,29,696.1,0,South,Wholesale
SO00029479,2023-12-10 00:00:00,CUST0480,SKU0018,EMP0067,152,228.37,0,North,General Trade
SO00029480,2023-03-29 00:00:00,CUST0446,SKU0043,EMP0075,48,299.34,5,South,General Trade
SO00029481,2023-06-05 00:00:00,CUST0306,SKU0018,EMP0061,180,237.46,7,East,General Trade
SO00029482,2023-01-08 00:00:00,CUST0455,SKU0120,EMP0096,179,758.33,7,South,Modern Trade
SO00029483,2024-05-16 00:00:00,CUST0287,SKU0031,EMP0021,61,781.07,2,North,Modern Trade
SO00029484,2024-12-15 00:00:00,CUST0492,SKU0080,EMP0043,44,638.03,7,North,Wholesale
SO00029485,2023-04-16 00:00:00,CUST0299,SKU0026,EMP0088,43,524.56,2,West,Wholesale
SO00029486,2023-02-23 00:00:00,CUST0092,SKU0120,EMP0024,154,825.24,5,West,General Trade
SO00029487,2023-12-05 00:00:00,CUST0356,SKU0049,EMP0050,79,402.73,2,East,Modern Trade
SO00029488,2023-10-14 00:00:00,CUST0243,SKU0040,EMP0044,59,674.6,10,East,Modern Trade
SO00029489,2024-10-17 00:00:00,CUST0168,SKU0067,EMP0083,199,724.82,7,South,Modern Trade
SO00029490,2024-08-09 00:00:00,CUST0451,SKU0059,EMP0057,28,722.05,0,West,Wholesale
SO00029491,2023-08-09 00:00:00,CUST0442,SKU0069,EMP0061,8,371.01,7,East,Modern Trade
SO00029492,2024-01-17 00:00:00,CUST0026,SKU0002,EMP0053,102,152.97,2,South,Modern Trade
SO00029493,2023-01-21 00:00:00,CUST0119,SKU0009,EMP0013,187,444.65,10,East,Modern Trade
SO00029494,2023-02-09 00:00:00,CUST0406,SKU0071,EMP0092,64,584.25,7,East,Modern Trade
SO00029495,2023-11-24 00:00:00,CUST0248,SKU0083,EMP0025,165,434.95,7,South,Wholesale
SO00029496,2024-01-29 00:00:00,CUST0314,SKU0051,EMP0039,21,105.07,2,West,Modern Trade
SO00029497,2024-07-23 00:00:00,CUST0446,SKU0027,EMP0044,34,184.8,5,South,General Trade
SO00029498,2023-10-04 00:00:00,CUST0329,SKU0113,EMP0077,61,528.43,5,East,Wholesale
SO00029499,2024-05-01 00:00:00,CUST0448,SKU0003,EMP0093,24,364.64,7,West,Modern Trade
SO00029500,2023-05-17 00:00:00,CUST0220,SKU0104,EMP0095,187,491.7,5,West,Wholesale
SO00029501,2023-03-24 00:00:00,CUST0121,SKU0099,EMP0037,189,261.2,10,North,Modern Trade
SO00029502,2024-01-01 00:00:00,CUST0299,SKU0015,EMP0050,73,364.44,5,West,Wholesale
SO00029503,2024-08-05 00:00:00,CUST0335,SKU0054,EMP0015,29,566.89,0,East,Modern Trade
SO00029504,2024-10-21 00:00:00,CUST0414,SKU0005,EMP0007,188,389.39,2,West,Modern Trade
SO00029505,2024-06-24 00:00:00,CUST0396,SKU0021,EMP0016,66,554.61,7,West,General Trade
SO00029506,2024-10-19 00:00:00,CUST0359,SKU0079,EMP0002,24,472.34,7,South,Wholesale
SO00029507,2023-06-27 00:00:00,CUST0464,SKU0087,EMP0001,62,758.25,7,South,Wholesale
SO00029508,2024-06-29 00:00:00,CUST0204,SKU0003,EMP0054,108,358.49,0,North,Wholesale
SO00029509,2023-07-17 00:00:00,CUST0361,SKU0098,EMP0059,120,213.12,7,West,Wholesale
SO00029510,2024-02-10 00:00:00,CUST0097,SKU0072,EMP0005,172,696.76,5,West,Modern Trade
SO00029511,2024-01-06 00:00:00,CUST0285,SKU0047,EMP0019,92,456.2,10,West,General Trade
SO00029512,2023-10-16 00:00:00,CUST0004,SKU0055,EMP0050,169,72.81,0,North,Wholesale
SO00029513,2023-01-16 00:00:00,CUST0307,SKU0081,EMP0051,56,498.68,5,South,Wholesale
SO00029514,2024-02-24 00:00:00,CUST0371,SKU0044,EMP0099,153,542.56,0,South,Wholesale
SO00029515,2024-04-06 00:00:00,CUST0468,SKU0114,EMP0093,73,601.58,10,West,General Trade
SO00029516,2024-10-30 00:00:00,CUST0296,SKU0017,EMP0071,177,146.4,10,East,Wholesale
SO00029517,2024-04-30 00:00:00,CUST0447,SKU0022,EMP0083,199,136.82,7,North,Wholesale
SO00029518,2024-05-29 00:00:00,CUST0484,SKU0037,EMP0074,20,84.78,7,South,Modern Trade
SO00029519,2024-06-08 00:00:00,CUST0189,SKU0055,EMP0097,129,72.8,10,East,General Trade
SO00029520,2023-01-01 00:00:00,CUST0074,SKU0033,EMP0072,193,671.71,2,North,General Trade
SO00029521,2023-05-31 00:00:00,CUST0058,SKU0031,EMP0059,104,773.37,10,North,Wholesale
SO00029522,2023-12-28 00:00:00,CUST0021,SKU0062,EMP0083,23,91.13,10,North,Modern Trade
SO00029523,2023-02-22 00:00:00,CUST0046,SKU0009,EMP0050,108,451.31,5,South,General Trade
SO00029524,2023-11-06 00:00:00,CUST0469,SKU0054,EMP0085,37,526.49,2,East,Wholesale
SO00029525,2023-01-23 00:00:00,CUST0246,SKU0085,EMP0076,52,171.72,5,West,General Trade
SO00029526,2024-05-13 00:00:00,CUST0330,SKU0007,EMP0020,27,241.22,10,East,General Trade
SO00029527,2024-05-25 00:00:00,CUST0488,SKU0039,EMP0009,91,125.79,2,East,General Trade
SO00029528,2024-11-11 00:00:00,CUST0054,SKU0046,EMP0065,74,265.47,10,North,Wholesale
SO00029529,2023-01-20 00:00:00,CUST0149,SKU0112,EMP0080,19,309.07,7,East,Wholesale
SO00029530,2023-02-27 00:00:00,CUST0459,SKU0092,EMP0028,79,385.01,5,West,Modern Trade
SO00029531,2024-05-22 00:00:00,CUST0015,SKU0019,EMP0098,67,787.57,2,North,General Trade
SO00029532,2023-05-03 00:00:00,CUST0226,SKU0057,EMP0030,71,332.91,5,East,General Trade
SO00029533,2024-12-10 00:00:00,CUST0194,SKU0060,EMP0050,189,325.94,7,South,Modern Trade
SO00029534,2023-04-12 00:00:00,CUST0208,SKU0100,EMP0006,144,705.93,10,East,General Trade
SO00029535,2023-02-01 00:00:00,CUST0425,SKU0005,EMP0099,76,398.75,7,North,Wholesale
SO00029536,2024-08-20 00:00:00,CUST0358,SKU0021,EMP0092,46,555.89,7,North,Wholesale
SO00029537,2023-06-10 00:00:00,CUST0226,SKU0117,EMP0075,92,821.94,5,East,General Trade
SO00029538,2024-05-01 00:00:00,CUST0165,SKU0068,EMP0099,164,73.16,7,South,Modern Trade
SO00029539,2024-12-02 00:00:00,CUST0204,SKU0074,EMP0028,40,704.72,7,North,Wholesale
SO00029540,2024-08-31 00:00:00,CUST0166,SKU0006,EMP0074,164,153.1,10,North,Modern Trade
SO00029541,2024-12-12 00:00:00,CUST0480,SKU0013,EMP0057,152,648.09,0,North,General Trade
SO00029542,2023-12-27 00:00:00,CUST0182,SKU0100,EMP0029,58,655.4,5,West,Wholesale
SO00029543,2023-08-16 00:00:00,CUST0239,SKU0048,EMP0036,198,779.65,10,West,Modern Trade
SO00029544,2024-04-24 00:00:00,CUST0266,SKU0027,EMP0043,77,196.47,7,East,General Trade
SO00029545,2023-09-11 00:00:00,CUST0136,SKU0082,EMP0063,166,662.88,5,North,General Trade
SO00029546,2024-09-27 00:00:00,CUST0464,SKU0044,EMP0092,13,554.39,0,South,Wholesale
SO00029547,2023-02-12 00:00:00,CUST0304,SKU0029,EMP0047,160,459.03,5,West,Modern Trade
SO00029548,2023-03-05 00:00:00,CUST0094,SKU0032,EMP0075,120,184.56,2,East,Modern Trade
SO00029549,2024-08-05 00:00:00,CUST0444,SKU0110,EMP0090,125,484.9,0,North,Wholesale
SO00029550,2023-01-26 00:00:00,CUST0078,SKU0031,EMP0085,200,750.9,10,North,Wholesale
SO00029551,2023-07-24 00:00:00,CUST0023,SKU0119,EMP0016,171,618.72,0,East,General Trade
SO00029552,2024-06-17 00:00:00,CUST0307,SKU0117,EMP0095,107,808.65,2,South,Wholesale
SO00029553,2024-11-14 00:00:00,CUST0008,SKU0055,EMP0032,150,72.85,5,North,Wholesale
SO00029554,2024-08-12 00:00:00,CUST0094,SKU0038,EMP0070,17,27.25,7,East,Modern Trade
SO00029555,2024-09-25 00:00:00,CUST0316,SKU0033,EMP0085,63,727.69,7,North,Wholesale
SO00029556,2024-02-03 00:00:00,CUST0065,SKU0055,EMP0079,60,73.29,10,North,Modern Trade
SO00029557,2024-08-11 00:00:00,CUST0310,SKU0005,EMP0081,13,387.49,0,East,Wholesale
SO00029558,2024-05-27 00:00:00,CUST0358,SKU0067,EMP0028,180,685.87,7,North,Wholesale
SO00029559,2023-08-28 00:00:00,CUST0287,SKU0032,EMP0064,161,171.77,0,North,Modern Trade
SO00029560,2024-06-15 00:00:00,CUST0056,SKU0002,EMP0021,152,157.18,5,West,Wholesale
SO00029561,2023-05-07 00:00:00,CUST0368,SKU0041,EMP0024,70,323.06,0,North,Wholesale
SO00029562,2024-09-20 00:00:00,CUST0123,SKU0058,EMP0072,126,510.12,5,North,Wholesale
SO00029563,2024-06-22 00:00:00,CUST0023,SKU0045,EMP0091,101,578.52,0,East,General Trade
SO00029564,2024-04-10 00:00:00,CUST0363,SKU0111,EMP0085,194,349.35,5,East,Wholesale
SO00029565,2023-10-25 00:00:00,CUST0164,SKU0103,EMP0080,94,680.62,0,West,Modern Trade
SO00029566,2024-05-11 00:00:00,CUST0414,SKU0087,EMP0079,164,755.49,5,West,Modern Trade
SO00029567,2024-12-28 00:00:00,CUST0202,SKU0105,EMP0075,102,174.31,7,West,Modern Trade
SO00029568,2024-07-15 00:00:00,CUST0391,SKU0080,EMP0016,7,618.95,7,South,Modern Trade
SO00029569,2024-05-23 00:00:00,CUST0162,SKU0114,EMP0009,179,604.17,10,West,General Trade
SO00029570,2023-02-24 00:00:00,CUST0280,SKU0089,EMP0062,200,423.1,0,South,Wholesale
SO00029571,2024-10-07 00:00:00,CUST0267,SKU0093,EMP0045,49,624.44,10,South,Modern Trade
SO00029572,2024-01-07 00:00:00,CUST0269,SKU0043,EMP0058,148,292.3,10,East,Wholesale
SO00029573,2024-04-16 00:00:00,CUST0138,SKU0019,EMP0029,19,777.01,0,North,Wholesale
SO00029574,2023-09-13 00:00:00,CUST0148,SKU0071,EMP0003,160,565.51,0,East,Modern Trade
SO00029575,2024-05-14 00:00:00,CUST0330,SKU0092,EMP0087,15,382.16,10,East,General Trade
SO00029576,2023-10-28 00:00:00,CUST0010,SKU0046,EMP0096,100,262.03,7,North,General Trade
SO00029577,2023-04-20 00:00:00,CUST0378,SKU0037,EMP0019,67,84.43,7,South,General Trade
SO00029578,2024-08-15 00:00:00,CUST0425,SKU0017,EMP0014,117,153.89,2,North,Wholesale
SO00029579,2024-06-06 00:00:00,CUST0245,SKU0068,EMP0056,149,67.3,10,East,General Trade
SO00029580,2023-10-01 00:00:00,CUST0238,SKU0047,EMP0058,135,433.24,2,East,Modern Trade
SO00029581,2024-01-18 00:00:00,CUST0228,SKU0042,EMP0032,33,437.69,5,North,Modern Trade
SO00029582,2023-10-13 00:00:00,CUST0102,SKU0039,EMP0080,162,117.65,0,West,Modern Trade
SO00029583,2023-12-24 00:00:00,CUST0328,SKU0068,EMP0074,192,68.36,2,South,Modern Trade
SO00029584,2023-01-29 00:00:00,CUST0123,SKU0080,EMP0083,80,608.8,0,North,Wholesale
SO00029585,2023-10-20 00:00:00,CUST0016,SKU0117,EMP0068,185,826.64,2,North,General Trade
SO00029586,2023-03-29 00:00:00,CUST0316,SKU0082,EMP0055,177,667.81,7,North,Wholesale
SO00029587,2023-12-24 00:00:00,CUST0218,SKU0056,EMP0093,30,332.35,10,North,General Trade
SO00029588,2024-08-23 00:00:00,CUST0334,SKU0068,EMP0021,198,72.75,10,East,Wholesale
SO00029589,2023-09-18 00:00:00,CUST0014,SKU0078,EMP0060,7,682.8,5,West,Modern Trade
SO00029590,2023-02-16 00:00:00,CUST0148,SKU0085,EMP0088,36,181.46,0,East,Modern Trade
SO00029591,2024-03-19 00:00:00,CUST0411,SKU0015,EMP0001,130,353.53,10,West,Modern Trade
SO00029592,2024-10-15 00:00:00,CUST0293,SKU0043,EMP0020,56,285.47,7,East,General Trade
SO00029593,2023-06-11 00:00:00,CUST0473,SKU0047,EMP0006,32,429.89,2,East,Modern Trade
SO00029594,2024-11-17 00:00:00,CUST0223,SKU0096,EMP0092,139,140.61,10,West,Modern Trade
SO00029595,2023-09-30 00:00:00,CUST0067,SKU0002,EMP0038,122,144.6,0,South,General Trade
SO00029596,2023-12-06 00:00:00,CUST0075,SKU0066,EMP0047,95,297.67,2,West,Wholesale
SO00029597,2023-04-18 00:00:00,CUST0425,SKU0069,EMP0069,151,376.14,2,North,Wholesale
SO00029598,2024-02-22 00:00:00,CUST0047,SKU0022,EMP0052,179,126.2,0,North,Wholesale
SO00029599,2024-07-02 00:00:00,CUST0073,SKU0119,EMP0096,21,654.18,7,East,General Trade
SO00029600,2023-05-25 00:00:00,CUST0338,SKU0018,EMP0054,182,226.2,7,East,Wholesale
SO00029601,2024-03-16 00:00:00,CUST0362,SKU0005,EMP0010,23,390.87,2,North,Wholesale
SO00029602,2023-02-21 00:00:00,CUST0419,SKU0061,EMP0041,80,551.31,5,West,Modern Trade
